Dialogue,Emotions
"Yeah, swing music is so out.","Frustration, Boredom"
"Phoebe, he’s gotta be in the",Anticipation
(returning) What are you guys talking about?,Confusion
"Well umm, we were just talking about the y’know, the Swing Kingsand just wondering whether y’know, they were the right way to go.",Unknown
"Yeah, I went to a wedding once where they had swing music and uh, twomonths later the couple got divorced. And now I’m not saying that there’s anyconnection here y’know, but they did tell me that’s why they got divorced.","Frustration, Disappointment"
But I love swing music!,Love
Yeah but the Swing Kings? Y’know they suck so much that peopleactually die at their concerts—They just stop living.,"Frustration, Disappointment"
"Look all I know is when Monica and I went to see them, we had fun! Andthere’s another reason too.","Enthusiasm, Affection"
"Well, what is the other reason?",Frustration
I don’t want to say.,Frustration
Well you have to because maybe it’s stupid.,Frustration
Well it’s just while Monica and I were dancing to them itwas…the first time I knew that…you were the woman I wanted to dance all mydances with.,Love
Oh crap!,Frustration
So they said our table will be ready in just a few minutes.,Satisfaction
Oh great!,Excitement
Yeah.,Boredom
Is your back feeling better?,Relief
Oh yeah it’s fine. I guess the more muscles you have the more theycan spasim out of control.,Frustration
(entering) Kristen?,Anxiety
Joey!,Excitement
Hi!,Enthusiasm
Hi! What are you doing here?,Boredom
"Oh I like this place. And technically, technically I’m not breakingany rules so I…",Satisfaction
"Well uh, Ross? This is Joey. Joey? Ross.","Engagement, Curiosity, Interest"
Hi!,Enthusiasm
Hi. (They shake hands.) It’s nice to meet you. I used to have afriend named Joey. I don’t anymore.,"Loneliness, Nostalgia"
Our table will be ready in a couple minutes.,"Satisfaction, Anticipation"
Yeah. So…,Boredom
Sure! I would love to wait with you guys! Thanks! (Sits down.),"Enthusiasm, Gratitude"
"So Joey umm, you look familiar. Are uh, are you on TV or something?",Curiosity
"Well Joey doesn’t like to talk about it but, he’s one of thestars of",Achievement
"That’s right! That’s right, don’t you play a woman?",Frustration
A woman in a man’s body.,Confusion
Much better.,Satisfaction
"So y’know Ross it’s funny ‘cause, you look familiar to metoo. Have you ever been married?","Curiosity, Confusion"
"Well yes, yes I have. In fact umm, just the other day Kristen and I weretalking about how I’ve been married","Excitement, Interest"
"Yeah, little Eric.",Affection
"That’s right! Wait no, Ben.",Frustration
So you’ve just married the one time then?,"Curiosity, Confusion"
Well umm…,"Stress, Frustration, Overwhelm, Disappointment, Confusion"
You’ve been married twice?,"Curiosity, Interest"
"Yes. And another time after that. Boy I’m getting hungry! Hey Joey,have you ever been so hungry on a date that when a girl goes to the bathroom you eat someof her food?",Boredom
You said the waiter ate my crab cake.,Frustration
"(laughs that one off) Yeah. So uh Ross, well now—why did that firstmarriage breakup? Was it because the woman was straight or she was a lesbian?","Boredom, Curiosity, Embarrassment"
Do you two know each other?,"Curiosity, Interest"
No. It just seems like Ross is the kind of a guy that would marry a womanon the verge of being a lesbian and then push her over the edge.,"Frustration, Jealousy, Betrayal, Disappointment"
Wait a minute! Were you on a poster for gonorrhea?,Unknown
Have you ever slept in the same bed as a monkey?!,Curiosity
Hey you leave Marcel out of this!,Frustration
Fine! Have you ever got stuck in a pair of your own leather pants?!,Frustration
Hey-hey have you ever locked yourself in a TV cabinet VD boy?!,Confusion
Monkey lover!,"Affection, Love"
When do you think we lost her?,Frustration
Probably around gonorrhea.,Frustration
"Hi, honey! I’m home!","Affection, Love, Excitement"
(from the bedroom) Don’t come in here!,Frustration
Why? Do you another boyfriend in there or something?,"Frustration, Jealousy"
No! We only mess around at his place!,Frustration
"Y’know it’s funny I started it but, now it’s scary me.So could you come out here please?",Fear
"No, I’m wearing a wedding dress.",Frustration
Oh you got a wedding dress? That’s great!,"Satisfaction, Excitement, Interest"
Yeah but I’m not keeping it.,Frustration
Well then why can’t I see it?,Frustration
"Oh. I guess you can. Okay but; I-I have to return it, so you can’tlike it.",Frustration
Okay I promise. I’ll-I’ll hate it. (She enters.) Wow!You-you look…hideous.,Embarrassment
Really?,Curiosity
"Yeah, that’s like the most ugliest dress I’ve ever seen.Wh-why do you to return it?","Frustration, Confusion"
"Oh because it doesn’t…really fit. Oh by the way, I-I bookedthe Swing Kings.",Frustration
Oh that’s great! Great! Thanks! But that dress I mean it’slike yuck! It’s terrible! It makes me wanna just rip it right off of you!,"Enthusiasm, Disappointment"
"Okay! But you can’t rip it. Well, maybe a little.",Unknown
Okay!,Irritation
(entering) Hey guys! Do you wanna look at the song list for the wedding?(They ignore her.) Guys?,Frustration
(without turning around) I thought you were gonna be gone all day.,Frustration
All right? What’s going on?,Boredom
I’m sorry. I’m sorry. I-I should probably leave you girlsalone. (She heads for the bedroom.),Embarrassment
"Yeah, laugh all you want but in ten minutes we’re gonna have youngerlooking skin!",Enthusiasm
"Yeah! (Monica goes in the bedroom.) Y’know, she could use alittle…(Whistles that she needs to do what they’re doing.) (Something happens onthe game.) Oh nice shot!!! (They all cheer.)","Satisfaction, Enthusiasm, Excitement"
