Dialogue,Emotions
"So uhh, you ready?","Confidence, Excitement, Anticipation"
"Sure, I'll just get my coat. (There's a knock on the door.) Could you getthat?","Surprise, Excitement, Frustration"
"Sure. (He opens the door to Joey. Needless to say, Joey's stunned.)Joey…","Surprise, Confusion"
Dahhhhh!! (Ross has a puzzled look on his face.) No! Noooo!! (Storms off.),"Anger, Confusion, Frustration"
"Ah, first, I-I would like to say thank you for agreeing to see me again.","Excitement, Nostalgia"
"That's quite all right, but I feel obligated to tell you that thismeeting is being videotaped.","Confidence, Neutral, Surprise"
"(looks around for the camera) Okay. Umm, well, first I would like tostart by apologizing for kissing you and uh, for yelling at you.",Unknown
Fair enough.,"Contentment, Confidence, Neutral"
"Now you're probably going to hire one of the people who did not ah, (Sheputs her hands on his desk blotter and he moves it. Rachel then doesn't know where to puther hands.) who did, who did not umm, yell at you and storm out, and I think that's a bigmistake and here's why. I made a huge fool of myself and I came back, that shows courage.When I thought you wanted sex in exchange for this job, I said no. That shows integrity.And, I was not afraid to stand up for myself and that shows courage. (Suddenly realizesthat she said courage twice.) Okay umm, now I know I already said courage, but y'know yougotta have courage. And umm, and finally when I thought you were making sexual advances inthe workplace, I said no and I was not litigious. {By the way, litigious means to want tolitigate and litigate is to make a lawsuit against.  So she didn't want to sue him.  Don't worry, I had to look it up too.} So there you go, you got, you got (countsthem off with her fingers) courage, you got integrity, you got (Pause) courage again, andnot litigious. Look Mr…","Confidence, Frustration, Optimism"
Zelner.,Neutral
"Zelner! Right! I knew that! I really, really want this job and I think,I think I would be really good at it.","Confidence, Excitement, Optimism"
"Y'know what? I may regret this but uh, I'm going to give you a shot.","Confidence, Excitement, Anticipation"
(gasps) Oh! You are?,"Surprise, Excitement, Anticipation"
Um-hmm.,Neutral
"Really? Oh thank you! Oh… Oh, would it be completely inappropriateto give you a hug?","Happiness, Surprise, Excitement"
Yes!,"Happiness, Excitement, Optimism"
"Okay, well then how about a handshake? (She goes to shake his hand butmisses and touches his groin.) Oh God I'm sorry! Oh God, I'm sorry! I did not mean totouch that—I mean",Surprise
You tired Chandler?,Neutral
"You better believe he's tired, after the day we had! If you know what Imean. You know what I mean?",Frustration
"Honey, the tortilla chips know what you mean.","Surprise, Confusion"
"So uh Chandler, you like that badge I got you?","Happiness, Contentment"
"Oh yeah, it's so cool. (He opens his coat and has it pinned to thelining.) Now I gotta go, Officer Bing has gotta, 10-100. (Pause, softly) That's pee-pee.(Heads for the bathroom.)","Disgust, Excitement, Anticipation"
"Phoebe, you have a, a twig in your hair.","Neutral, Surprise, Confusion"
"Ohh, (laughs) umm, we kinda took a little detour on the way over here.","Happiness, Excitement"
"Yeah, we took a little stroll in the park and no one was around, so…","Happiness, Contentment, Confidence"
You didn't!,"Surprise, Disgust, Frustration"
We did! We violated Section 12 Paragraph 7 of the criminal code!,"Confidence, Fear, Excitement"
The park huh? A public place.,"Contentment, Neutral, Anticipation"
Uh-huh.,Neutral
I hear ya. Excuse me for just a second! (Gets up and heads for thebathroom as that annoying Gotta-win-at-all-costs-super-competitive thing kicks in again.),"Confidence, Anticipation, Frustration"
Hi Chandler.,"Happiness, Contentment, Confidence"
Monica! This is the Men's room! (Pause) Isn't it?,"Surprise, Confusion, Frustration"
Yes it is. You see I've always found the men's bathroom very sexual.Haven't you?,"Neutral, Disgust, Confusion"
"No. And if I did, I don't think we'd be going out. Monica, this isgetting ridiculous!","Anger, Confusion, Frustration"
"Come on, we","Confidence, Excitement, Optimism"
"Ugh, we have already proved that we are hot! Okay? So why-why are yougetting so obsessed about this thing?!","Anger, Disgust, Frustration"
Because Phoebe and Gary are inthat-can't-keep-their-hands-off-each-other-doing-it-in-the-park phase!,"Love, Excitement, Anticipation"
(gasps) So?,"Surprise, Confusion"
I feel really sad that we're not…really there anymore.,"Sadness, Nostalgia, Longing"
Oh wow! Is that what this all have been about?,"Surprise, Excitement, Confusion"
Wasn't it a lot more exciting when we were y'know all over each otherall the time?,"Excitement, Nostalgia, Longing"
"Yeah that was great. That was really great! But to tell you the truth,I'm more excited about where we are right now.","Happiness, Contentment, Excitement"
Really?,"Surprise, Excitement"
"Yeah! I've never been in a relationship that's lasted this longbefore. Y'know to get past the beginning and still be around each other all the time, Ithink that's pretty incredible. And the fact that this is happening all with you, yeah Ithink that's pretty exciting. (Kisses her.)","Happiness, Love, Excitement"
"That is so sweet. I know that I was acting a little crazy but umm, Ifeel the same way.","Happiness, Love, Excitement"
Yeah?,"Neutral, Confusion, Frustration"
Yeah. (They hug.),"Happiness, Love, Excitement"
Y'know what I just realized? You just freaked out about ourrelationship.,"Anger, Surprise, Frustration"
Did not.,"Neutral, Confusion, Frustration"
Yes you did! Admit it! You freaked out!,"Anger, Frustration"
"Okay, I freaked out a little.","Fear, Surprise, Frustration"
Little?! You freaked out big time! Okay? And I fixed it! We haveswitched places!,"Confidence, Anger, Frustration"
(laughs) I cannot believe Ross is buying this!,"Happiness, Confidence, Surprise"
Thank God! I can't watch him anymore!,"Happiness, Frustration"
(entering) You guys ready fore the movies?,"Excitement, Anticipation, Optimism"
"Yeah! Oh by the way, thank you for loaning us Pamela and Yasmine.","Happiness, Excitement"
(from his apartment) Man! They cannot get enough! (Makes like he's a robotand waves at the cutouts.),"Happiness, Contentment, Excitement"
