Dialogue,Emotions
Who wasn't invited to the wedding.,"Sadness, Anger, Surprise"
"Ooh, I was kinda hoping that wouldn't be anissue... [Scene: Monica's Apartment, everyone is there and watching a Spanish Soap on TVand are trying to figure out what is going on.]","Anticipation, Confusion, Frustration"
"Now I'm guessing that he bought her the bigpipe organ, and she's really not happy about it.","Sadness, Disgust, Frustration"
(imitating the characters)Tuna or egg salad?  Decide!,"Excitement, Anticipation, Frustration"
(in a deep voice) I'll havewhatever Christine is having.,"Confidence, Excitement, Anticipation"
"(on phone) Daddy, I just... I can't marryhim! I'm sorry. I just don't love him. Well, it matters to me!","Sadness, Love, Frustration"
"If I let go ofmy hair, my head will fall off.","Fear, Confusion, Frustration"
"(re TV) Ooh, she should not be wearingthose pants.","Surprise, Disgust, Frustration"
I say push her down the stairs.,"Sadness, Anger, Disgust"
Push her down the stairs! Push her down the stairs! Push her down the stairs!,Anger
"C'mon Daddy, listen to me! It's like, it'slike, all of my life, everyone has always told me, 'You're a shoe! You're a shoe, you're ashoe, you're a shoe!'. And today I just stopped and I said, 'What if I don't wanna be ashoe? What if I wanna be a- a purse, y'know? Or a- or a hat! No, I'm not saying I want youto buy me a hat, I'm saying I am a ha- It's a metaphor, Daddy!","Confusion, Frustration, Longing"
You can see where he'd have trouble.,"Sadness, Confusion, Frustration"
"Look Daddy, it's my life. Well maybe I'lljust stay here with Monica.","Happiness, Contentment, Confidence"
"Well, I guess we've established who'sstaying here with Monica...","Neutral, Confusion, Frustration"
"Well, maybe that's my decision. Well, maybeI don't need your money. Wait!! Wait, I said maybe!!","Anger, Frustration"
"Just breathe, breathe.. that's it. Just tryto think of nice calm things...",Contentment
"(sings) Raindrops on roses and rabbits andkittens, (Rachel and Monica turn to look at her.) bluebells and sleighbells and- somethingwith mittens... La la la la...","Happiness, Contentment, Excitement"
I'm all better now.,"Happiness, Contentment, Confidence"
(grins and walks to the kitchen and says toChandler and Joey.) I helped!,"Happiness, Confidence, Excitement"
"Okay, look, this is probably for the best,y'know? Independence. Taking control of your life.","Confidence, Excitement, Optimism"
"(comforting her) And hey, you need anything,you can always come to Joey. Me and Chandler live across the hall. And he's away a lot.","Confidence, Optimism"
"Joey, stop hitting on her! It's her weddingday!","Anger, Disgust, Frustration"
"What, like there's a rule or something?","Confidence, Disgust, Frustration"
"Please don't do that again, it's ahorrible sound.","Neutral, Disgust, Frustration"
"(over the intercom) It's, uh,it's Paul.","Confidence, Neutral, Surprise"
,Unknown
Who's Paul?,"Surprise, Confusion"
"Paul the Wine Guy, Paul?","Surprise, Anticipation, Confusion"
Maybe.,"Neutral, Confusion, Frustration"
He finally asked you out?,"Excitement, Anticipation, Optimism"
Yes!,"Happiness, Excitement, Optimism"
"Ooh, this is a Dear Diary moment.","Happiness, Excitement, Anticipation"
"Rach, wait, I can cancel...","Anticipation, Confusion, Frustration"
"Please, no, go, that'd be fine!",Neutral
"(to Ross) Are, are you okay? I mean, do youwant me to stay?",Unknown
(choked voice) That'd be good...,"Sadness, Fear, Disgust"
(horrified) Really?,"Fear, Surprise, Disgust"
"(normal voice) No, go on! It's Paul the WineGuy!","Happiness, Excitement, Anticipation"
"What does that mean?  Does he sell it, drink it, or just complain a lot? (Chandler doesn't know.)","Confusion, Frustration"
"Hi, come in! Paul, this is.. (They are alllined up next to the door.)... everybody, everybody, this is Paul.","Happiness, Confidence, Excitement"
Hey! Paul! Hi! The Wine Guy! Hey!,"Happiness, Confidence, Excitement"
"I'm sorry, I didn't catch your name. Paul,was it?","Confidence, Excitement, Anticipation"
,"Neutral, Confusion, Frustration"
A wandering?,"Neutral, Surprise, Confusion"
"Change!  Okay,sit down.","Confidence, Neutral, Frustration"
"Ooh, I just pulled out four eyelashes. Thatcan't be good.","Disgust, Frustration"
"Hey, Paul!","Happiness, Confidence, Excitement"
Yeah?,"Neutral, Surprise, Confusion"
"Here's a little tip, shereally likes it when you rub her neck in the same spot over and over and over again untilit starts to get a little red.","Happiness, Contentment, Love"
"(yelling from the bedroom)Shut up, Joey!","Anger, Disgust, Frustration"
"So Rachel, what're you, uh... what're you upto tonight?","Neutral, Anticipation, Confusion"
"Well, I was kinda supposed to be headed forAruba on my honeymoon, so nothing!",Frustration
"Right, you're not even getting your honeymoon,God.. No, no, although, Aruba, this time of year... talk about your- (thinks) -biglizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler arecoming over to help me put together my new furniture.","Contentment, Excitement, Anticipation"
"(deadpan) Yes, and we're very excitedabout it.","Confidence, Neutral, Excitement"
"Well actually thanks, but I think I'm justgonna hang out here tonight.","Contentment, Confidence, Neutral"
"Okay, sure.","Contentment, Confidence, Neutral"
"Hey Pheebs, you wanna help?","Happiness, Love, Excitement"
"Oh, I wish I could, but I don't want to.","Neutral, Frustration"
"(singing) Love is sweet assummer showers, love is a wondrous work of art, but your love oh your love, your love...islike a giant pigeon...crapping on my heart.  La-la-la-la-la- (some guy gives her somechange and to that guy) Thank you. (sings) La-la-la-la...ohhh!","Happiness, Surprise, Frustration"
"(squatting and reading the instructions) I'msupposed to attach a brackety thing to the side things, using a bunch of these little wormguys. I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs.","Neutral, Confusion, Frustration"
I'm thinking we've got abookcase here.,"Confidence, Excitement, Anticipation"
It's a beautiful thing.,"Happiness, Contentment, Love"
(picking up a leftover part) What's this?,"Surprise, Confusion"
I would have tosay that is an 'L'-shaped bracket.,"Contentment, Confidence, Neutral"
Which goes where?,"Confusion, Frustration"
,"Neutral, Confusion, Frustration"
Done with the bookcase!,"Happiness, Contentment"
All finished!,"Happiness, Contentment, Confidence"
"(clutching a beer can and sniffing) This wasCarol's favorite beer. She always drank it out of the can, I should have known.","Sadness, Nostalgia"
"Hey-hey-hey-hey, if you'regonna start with that stuff we're outta here.","Anger, Frustration"
"Yes, please don't spoilall this fun.","Happiness, Excitement, Anticipation"
"Ross, let me ask you a question. She got thefurniture, the stereo, the good TV- what did you get?","Sadness, Confusion, Frustration"
You guys.,"Confidence, Neutral, Excitement"
"Oh, God.","Neutral, Surprise, Frustration"
You got screwed.,"Anger, Disgust, Frustration"
Oh my God!,"Fear, Surprise, Excitement"
Oh my God!,Surprise
"I know, I know, I'm such an idiot. I guess Ishould have caught on when she started going to the dentist four and five times a week. Imean, how clean can teeth get?","Sadness, Disgust, Frustration"
"My brother's going through that right now,he's such a mess. How did you get through it?",Sadness
"Well, you might try accidentally breakingsomething valuable of hers, say her-",Anger
-leg?,"Confusion, Frustration, Optimism"
"(laughing) That's one way! Me, I- I went forthe watch.","Happiness, Excitement, Anticipation"
You actually broke her watch?,"Sadness, Anger, Surprise"
"Ooh, steer clear of you.","Neutral, Fear, Disgust"
That's right.,"Contentment, Confidence, Neutral"
"Barry, I'm sorry... I am so sorry... I knowyou probably think that this is all about what I said the other day about you making lovewith your socks on, but it isn't... it isn't, it's about me, and I ju- (She stops talkingand dials the phone.) Hi, machine cut me off again... anyway...","Sadness, Confusion, Frustration"
I'm divorced!  I'm only26 and I'm divorced!,"Sadness, Surprise, Frustration"
Shut up!,"Anger, Disgust, Frustration"
You must stop! (Chandlerhits what he is working on with a hammer and it collapses.),"Anger, Surprise, Frustration"
That only took me an hour.,"Confidence, Excitement, Optimism"
"Look, Ross, you gottaunderstand, between us we haven't had a relationship that has lasted longer than a Mento.","Sadness, Confusion, Frustration"
"You know what the scariest part is? What ifthere's only one woman for everybody, y'know? I mean what if you get one woman- and that'sit? Unfortunately in my case, there was only one woman- for her...","Sadness, Fear, Longing"
"What are you talking about? 'One woman'?That's like saying there's only one flavor of ice cream for you. Lemme tell you something,Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing!Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is thebest thing that ever happened to you! You got married, you were, like, what, eight?Welcome back to the world! Grab a spoon!","Confidence, Excitement, Optimism"
I honestly don't know if I'm hungry or horny.,"Confusion, Frustration"
"Stay out of my freezer! [Scene: ARestaurant, Monica and Paul are still eating.]","Neutral, Confusion, Frustration"
"Ever since she walked out on me, I, uh...","Sadness, Frustration, Longing"
"What?..... What, you wanna spell it out withnoodles?","Confusion, Frustration"
"No, it's, it's more of a fifth date kindarevelation.","Confidence, Excitement, Anticipation"
"Oh, so there is gonna be a fifth date?","Excitement, Anticipation, Optimism"
Isn't there?,"Neutral, Confusion, Frustration"
"Yeah... yeah, I think there is. -What wereyou gonna say?","Confidence, Excitement, Anticipation"
"Well, ever-ev-... ever since she left me, um,I haven't been able to, uh, perform. (Monica takes a sip of her drink.) ...Sexually.","Sadness, Confusion, Frustration"
"(spitting out her drink in shock) Oh God, ohGod, I am sorry... I am so sorry...",Unknown
It's okay...,"Contentment, Neutral, Optimism"
I know being spit on is probably not whatyou need right now. Um... how long?,Sadness
Two years.,"Neutral, Anticipation, Nostalgia"
Wow! I'm-I'm-I'm glad you smashed her watch!,"Happiness, Surprise, Excitement"
"So you still think you, um... might want thatfifth date?","Neutral, Confusion, Longing"
"(pause)...Yeah. Yeah, I do.","Contentment, Confidence, Neutral"
Oh...see... but Joanne loved Chachi! That'sthe difference!,"Love, Nostalgia, Frustration"
"(scornful) Grab a spoon. Do you know how longit's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anythingto you?","Anger, Frustration"
"Great story!  But, I uh,I gotta go, I got a date with Andrea--Angela--Andrea...  Oh man, (looks to Chandler)","Excitement, Confusion, Frustration"
"Angela's the screamer,Andrea has cats.",Neutral
Right.  Thanks. It's June.  I'm outta here. (Exits.),"Neutral, Excitement, Optimism"
"Y'know, here's the thing. Even if I could getit together enough to- to ask a woman out,... who am I gonna ask? (He gazes out of thewindow.)","Neutral, Sadness, Frustration"
"Isn't this amazing? I mean, I have nevermade coffee before in my entire life.","Surprise, Excitement"
That is amazing.,"Happiness, Surprise, Excitement"
Congratulations.,"Happiness, Contentment, Excitement"
"Y'know, I figure if I canmake coffee, there isn't anything I can't do.","Confidence, Excitement, Optimism"
"If can invade Poland,there isn't anything I can't do.","Confidence, Excitement, Optimism"
"Listen, while you're on a roll, if you feellike you gotta make like a Western omelet or something... (Joey and Chandler taste thecoffee, grimace, and pour it into a plant pot.) Although actually I'm really not thathungry...","Neutral, Disgust"
"(entering, to herself) Ohgood, Lenny and Squigy are here.","Happiness, Excitement, Anticipation"
Morning. Good morning.,Neutral
(entering from Monica's room)Morning.,"Contentment, Neutral, Optimism"
"Morning, Paul.","Contentment, Neutral, Optimism"
"Hello, Paul.","Happiness, Confidence, Neutral"
"Hi, Paul, is it?","Neutral, Anticipation, Confusion"
Thank you!  Thank you somuch!,"Happiness, Excitement"
Stop!,"Anger, Fear, Surprise"
"No, I'm telling you last nightwas like umm, all my birthdays, both graduations, plus the barn raising scene in","Happiness, Excitement, Nostalgia"
We'll talk later.,"Neutral, Anticipation, Frustration"
Yeah. (They kiss) Thank you. (Exits),"Happiness, Love"
That wasn't a real date?! What the hell do youdo on a real date?,"Anger, Confusion, Frustration"
"Shut up, and put my table back.","Anger, Frustration"
Okayyy! (They do so.),"Happiness, Confidence, Excitement"
"All right, kids, I gotta get to work. If Idon't input those numbers,... it doesn't make much of a difference...","Neutral, Confusion, Frustration"
"So, like, you guys all have jobs?","Neutral, Surprise"
"Yeah, we all have jobs. See, that's how webuy stuff.","Happiness, Contentment, Confidence"
"Yeah, I'm an actor.","Contentment, Confidence, Excitement"
Wow! Would I have seen you in anything?,"Surprise, Excitement, Anticipation"
I doubt it. Mostly regional work.,"Confidence, Neutral, Frustration"
"Oh wait, wait, unless you happened to catchthe Reruns' production of Pinocchio","Excitement, Anticipation, Nostalgia"
"Look, it was a job all right?","Neutral, Frustration"
"'Look, Gippetto, I'm a real live boy.'","Happiness, Confidence, Excitement"
I will not take this abuse. (Walks to the doorand opens it to leave.),"Confidence, Anger, Frustration"
"You're right, I'm sorry. (Burst into songand dances out of the door.) ""
You should both know","Happiness, Confidence, Excitement"
So how you doing today? Did you sleep okay?Talk to Barry? I can't stop smiling.,"Happiness, Contentment, Excitement"
I can see that. You look like you slept witha hanger in your mouth.,"Anger, Disgust, Frustration"
"I know, he's just so, so... Do you rememberyou and Tony DeMarco?","Nostalgia, Confusion"
"Oh, yeah.","Happiness, Contentment, Neutral"
"Well, it's like that. With feelings.","Neutral, Confusion, Longing"
Oh wow. Are you in trouble.,Surprise
Big time!,"Happiness, Excitement"
Want a wedding dress?  Hardly used.,"Neutral, Surprise, Disgust"
I think we are gettinga little ahead of selves here.,"Neutral, Confusion, Frustration"
"Oh, look, wish me luck!","Confidence, Excitement, Anticipation"
What for?,"Neutral, Confusion, Frustration"
I'm gonna go get one of those (Thinks) jobthings.,"Confidence, Excitement, Anticipation"
"Hey, Monica!","Happiness, Excitement, Optimism"
"Hey Frannie, welcome back! How was Florida?","Happiness, Excitement, Anticipation"
"You had sex, didn't you?","Surprise, Disgust, Confusion"
How do you do that?,"Anticipation, Confusion"
"Oh, I hate you, I'm pushing my Aunt Roz throughParrot Jungle and you're having sex!","Anger, Disgust, Frustration"
You know Paul?,"Neutral, Anticipation"
"Paul the Wine Guy? Oh yeah, I know Paul.","Happiness, Confidence, Excitement"
You mean you know Paul like I know Paul?,"Confidence, Surprise, Anticipation"
"Are you kidding? I take credit for Paul. Y'know before me, there was nosnap in his turtle for two years.","Confidence, Excitement"
(sitting on the arm of the couch)Of course it was a line!,"Confidence, Disgust, Frustration"
"Why?! Why? Why, why would anybody do something like that?","Sadness, Anger, Confusion"
I assume we're looking for an answer more sophisticated than 'to get youinto bed'.,"Neutral, Confusion, Frustration"
I hate men!  I hate men!,"Anger, Disgust, Frustration"
"Oh no, don't hate, you don'twant to put that out into the universe.","Neutral, Fear, Frustration"
Is it me? Is it like I have some sort ofbeacon that only dogs and men with severe emotional problems can hear?,"Disgust, Confusion, Frustration"
"All right, c'mere, gimme your feet. (She starts massaging them.)","Happiness, Contentment, Love"
"I just thought he was nice, y'know?","Neutral, Surprise, Confusion"
(bursts out laughing again) I can't believe you didn't know it was a line!,"Happiness, Surprise, Confusion"
Guess what?,"Happiness, Surprise, Excitement"
You got a job?,"Happiness, Excitement, Optimism"
Are you kidding? I'm trained for nothing! I was laughed out of twelveinterviews today.,"Sadness, Disgust, Frustration"
And yet you're surprisingly upbeat.,"Happiness, Surprise, Optimism"
"You would be too if you found John and David boots on sale, fiftypercent off!","Happiness, Excitement, Optimism"
"Oh, how well you know me...","Happiness, Contentment, Love"
"They're my new 'I don't need a job, I don't need my parents, I've gotgreat boots' boots!","Confidence, Excitement, Optimism"
How'd you pay for them?,"Confusion, Frustration"
"Uh, credit card.","Neutral, Confusion, Frustration"
And who pays for that?,"Neutral, Confusion, Frustration"
Um... my... father.,"Sadness, Fear, Confusion"
"Oh God, come on youguys, is this really necessary?  I mean, I can stop charging anytime I want.","Disgust, Confusion, Frustration"
"C'mon, you can't live off your parents your whole life.","Confidence, Frustration"
I know that. That's why I was getting married.,"Contentment, Love, Excitement"
"Give her a break, it's hard being on your own for the first time.",Neutral
Thank you.,Happiness
"You're welcome. I remember when I first came to this city. I wasfourteen. My mom had just killed herself and my step-dad was back in prison, and I gothere, and I didn't know anybody. And I ended up living with this albino guy who was, like,cleaning windshields outside port authority, and then he killed himself, and then I foundaromatherapy. So believe me, I know exactly how you feel.","Sadness, Nostalgia"
The word you're looking for is 'Anyway'...,"Confidence, Neutral, Frustration"
,"Neutral, Confusion, Frustration"
"No.  No, no, I'm notready!  How can I be ready?  Hey","Fear, Confusion, Frustration"
"You can, I know youcan!","Confidence, Excitement, Optimism"
I don't think so.,"Neutral, Frustration"
"Come on, you madecoffee!   You can do anything! (Chandler slowly tries to hide the now dead plant fromthat morning when he and Joey poured their coffee into it.)","Confidence, Fear, Frustration"
"C'mon, cut. Cut, cut, cut,...",Frustration
"Cut, cut, cut, cut, cut, cut, cut... (She cuts one of them and they cheer.)","Happiness, Confidence, Excitement"
Y'know what?  I thinkwe can just leave it at that.  It's kinda like a symbolic gesture...,"Contentment, Neutral, Optimism"
Rachel! That was a library card!,"Surprise, Confusion, Frustration"
"Cut, cut, cut, cut, cut, cut, cut..","Anger, Confusion, Frustration"
"(as Rachel is cutting upher cards) Y'know, if you listen closely, you can hear a thousand retailers scream.","Surprise, Disgust, Frustration"
Welcome to the real world! It sucks. You'regonna love it!,"Sadness, Disgust, Frustration"
"Well, that's it (To Ross) You gonna crash on the couch?","Contentment, Neutral"
"No. No, I gotta go home sometime.","Neutral, Frustration, Longing"
You be okay?,Neutral
Yeah.,"Contentment, Confidence, Neutral"
"Hey Mon, look what I just found on the floor. (Monica smiles.) What?","Happiness, Surprise, Excitement"
"That's Paul's watch. You just put it back where you found it. Oh boy.Alright. Goodnight, everybody.","Neutral, Confusion, Frustration"
Goodnight.,Neutral
"Mmm. (They both reach for the last cookie) Oh, no-","Sadness, Fear, Frustration"
Sorry-,Neutral
"No no no, go-","Fear, Confusion, Frustration"
"No, you have it, really, I don't want it-","Contentment, Confusion, Frustration"
Split it?,"Neutral, Confusion, Frustration"
Okay.,"Contentment, Confidence, Neutral"
"Okay. (They split it.) You know you probably didn't know this, but back inhigh school, I had a, um, major crush on you.","Surprise, Excitement, Nostalgia"
I knew.,"Confidence, Excitement, Anticipation"
You did! Oh.... I always figured you just thought I was Monica's geekyolder brother.,Surprise
I did.,"Confidence, Neutral"
"Oh. Listen, do you think- and try not to let my intense vulnerabilitybecome any kind of a factor here- but do you think it would be okay if I asked you out?Sometime? Maybe?",Unknown
"Yeah, maybe...","Neutral, Confusion"
"Okay... okay, maybe I will...","Confidence, Excitement, Anticipation"
Goodnight.,"Contentment, Neutral, Optimism"
Goodnight.,Neutral
"See ya.... Waitwait, what's with you?","Surprise, Confusion, Frustration"
I just grabbed a spoon. (Ross exits and Monica has no idea what thatmeans.),"Surprise, Confusion, Frustration"
I can't believe what I'm hearing here.,"Surprise, Disgust, Frustration"
(sings),"Happiness, Contentment, Excitement"
What? I-I said you had a-,"Surprise, Confusion, Frustration"
(sings),"Happiness, Love, Excitement"
(to Phoebe) Would you stop?,Frustration
"Oh, was I doing it again?","Surprise, Confusion, Frustration"
Yes!,"Happiness, Excitement, Optimism"
"I said that you had a nicebutt, it's just not a great butt.","Neutral, Confusion, Frustration"
"Oh, you wouldn't know a greatbutt if it came up and bit ya.","Confidence, Anger, Disgust"
There's an image.,Neutral
(walks up with a pot of coffee) Would anybody like more coffee?,"Happiness, Contentment, Confidence"
"Did you make it, or are you just serving it?","Confusion, Frustration"
I'm just serving it.,"Contentment, Confidence, Neutral"
"Yeah. Yeah, I'll have a cup of coffee.","Contentment, Confidence, Neutral"
"Kids, new dream... I'm in Las Vegas.","Excitement, Anticipation, Optimism"
"(ToRachel) Ahh, miss?   More coffee?","Happiness, Contentment, Confidence"
"Ugh. (To another customer that's leaving.) Excuse me, could you givethis to that guy over there? (Hands him the coffee pot.) Go ahead. (He does so.) Thankyou. (To the gang.) Sorry.  Okay, Las Vegas.","Confidence, Neutral"
,"Neutral, Confusion, Frustration"
