Dialogue,Emotions
I’m just kidding. I’m getting married July 25,"Happiness, Confidence, Excitement"
I’m just kidding too. (Laughs) I’m getting married inDecember. (Turns away not happy with herself.),"Neutral, Sadness, Nostalgia"
(To Monica) So when are you getting married?,"Excitement, Anticipation"
Oh May 15,"Happiness, Excitement, Anticipation"
Oooh it’s getting close!,"Excitement, Anticipation, Optimism"
Yeah!,"Happiness, Confidence, Excitement"
"So uh, who’s your photographer?",Neutral
Jeffery.,"Neutral, Confusion, Frustration"
We met with him. Did he show you the photos of the nude wedding he did?,"Surprise, Disgust"
The best man? Wow!,"Happiness, Surprise, Excitement"
"I know! I almost called off my wedding. Oh, who’s your band?!","Happiness, Surprise, Excitement"
"Oh, my fiancee wants the Swing Kings.","Love, Excitement, Anticipation"
"Oh, you’re so lucky. My fiancee wants the heavy metal band Carcass.","Surprise, Excitement"
"Ooh, is that spelled with a ‘C’ or a ‘K’? Oh my God!It doesn’t matter; they’re both great!","Happiness, Surprise, Excitement"
Oh y’know what? Y’know what? Now that you know what you wantyou should go to Kleinman’s and get it half off. This place is so overpriced.,"Confidence, Disgust, Frustration"
"So, does this (The dress) come in another color or… (The storeowner walks away.)","Neutral, Confusion, Frustration"
"(checking her out) Hi! You uh, movin’ in or movin’ out?","Confidence, Excitement, Anticipation"
I’m moving in.,"Happiness, Excitement, Optimism"
"Oh uh, can I give you a hand?","Happiness, Contentment, Confidence"
Oh okay. But y’know what? Be careful. Because a guy was helping mebefore had to leave because he hurt his back.,Sadness
Boyfriend?,"Neutral, Surprise, Confusion"
No.,"Neutral, Disgust, Frustration"
I’m Joey. (They shake hands.),"Happiness, Confidence, Excitement"
Kristen.,"Contentment, Neutral, Confusion"
"Oh wow, what a beautiful name! (Pause) What is it again?","Happiness, Surprise, Confusion"
Kristen.,"Happiness, Contentment, Confidence"
Got it! (He picks up a lamp.) So…,"Confidence, Excitement, Anticipation"
"So uh, do you live around here?","Neutral, Anticipation, Nostalgia"
Yeah! Yeah! Right down there. (Points.) Hey listen; let me give you alittle tip. Do not take a nap on this stoop (Points to hers) or you can wake up with yourshoes gone.,"Confidence, Fear, Excitement"
I’ll remember that.,"Happiness, Confidence, Excitement"
"Okay. Yeah. Listen would you uh, would you like to have dinner with metonight?","Excitement, Anticipation, Optimism"
"Oh I, I have plans tonight.","Neutral, Anticipation, Frustration"
Oh.,Neutral
But how about tomorrow?,"Excitement, Anticipation, Optimism"
"Sounds great! Okay all right, well where does this go? (The lamp he’sholding.)","Confidence, Excitement"
"You look strong, why don’t I take that and you grab one of theboxes.","Confidence, Excitement, Anticipation"
"Okay. Yeah. (She leaves and he goes to pick up a box marked books, butdecides to take the box marked pillows instead.) Yeah, I’ll grab this one. (Hefollows her upstairs.)","Neutral, Anticipation, Confusion"
(To Phoebe) So this is Brooklyn.,"Contentment, Confidence, Neutral"
"All right, listen up. There is usually only one dress in each size sowhen they open those doors, fan out. Now, this is what you’re looking for! (Holds upa picture of it.) Memorize it! When you locate the dress, blow on these. All right? (Shepasses out whistles to them.) Three short blasts, when you hear it. Come running.","Confidence, Excitement, Anticipation"
Okay.,Neutral
Got it.,"Contentment, Confidence, Neutral"
All right.,"Contentment, Confidence, Neutral"
Oh they’re pushing! They’re pushing!!,"Fear, Excitement, Anticipation"
(To Rachel) Hey!,"Happiness, Confidence, Excitement"
Well I…,"Contentment, Confidence, Excitement"
(coming back out) Hey! Rachel! Come on!!!!,"Happiness, Excitement, Anticipation"
"No. No. Not it. Not it. Not it. (Checks another rack and another womantries to reach around her.) (To the woman) Don’t crowd me! (Finds it) This is it!This is the dress! Oh my God, it’s perfect! (She takes it off of the rack and someonehas a hold of it on the other side of the rack and tugs on it.) I’m sorry, thisone’s taken! (The other woman tugs harder pulling Monica through the rack.) Whoa!","Anger, Excitement, Frustration"
Megan!,"Happiness, Surprise, Excitement"
Monica!,"Happiness, Surprise, Excitement"
You came?!,"Happiness, Surprise, Excitement"
Yeah!,"Happiness, Excitement, Optimism"
This is my dress!,"Happiness, Confidence, Excitement"
No!,"Anger, Surprise, Frustration"
Yes it is! You saw me wearing it!,"Happiness, Confidence"
And now you’ll see me buying it.,"Confidence, Excitement, Anticipation"
What? You freak! You wouldn’t even have known about this place ifit wasn’t for me!,"Anger, Confusion, Frustration"
"Look, you don’t want to fight me.","Neutral, Confusion, Frustration"
Maybe I do! I’m pretty feisty! (She blows the signal.),"Confidence, Excitement, Optimism"
(hearing the signal) I’m coming! I’m coming! (She takes offtowards the signal and almost knocks another woman over.),"Fear, Excitement, Anticipation"
Okay! (Runs that way and hears another whistle blast.) Hey! (Heads theother way and hears another blast.) What do I do?!! (She runs in the second direction andfinds that the whistling is coming from inside a rack. She moves the dresses out of theway to find Rachel curled up in a fetal position frantically blowing on the whistle.) Whatare you doing? (Rachel doesn’t stop.) Did you find the dress? (Rachel won’t stopso Phoebe pinches her nose shut which causes her to spit the whistle out.),"Fear, Surprise, Frustration"
Did you find the dress?,"Neutral, Anticipation, Frustration"
No! You gotta get me out of here Phoebe! These bargain shoppers arecrazy!,"Fear, Confusion, Frustration"
I—We gotta get Monica. (She starts to leave.),Confidence
No! You gotta hold my hand!!,"Fear, Frustration"
Oh my God!! (She grabs Rachel’s hand and drags her towards Monica.)Excuse me! Excuse me! (She’s knocking women and veils out of the way as she moves.),"Fear, Surprise, Excitement"
(handing Phoebe the dress) Go! Go! Go!,"Excitement, Anticipation, Optimism"
(seeing who’s trapped) Hey…,"Fear, Surprise"
NOW!!!!!!!! (Rachel runs off and Monica gets up to follow her.),"Excitement, Anticipation"
"So Ross, how was your date the other night? Did you tell her about themagical ride that starts with the flush of every toilet?","Surprise, Excitement, Confusion"
"Laugh all you want but uh, she actually left me a message sayingshe’d like to go out again.","Happiness, Excitement, Optimism"
Huh.,"Neutral, Confusion, Frustration"
"Yeah in fact, I’m gonna go call her right now. And I’ll makesure to tell her my friend Chandler says… (He mimics the shy reaction Chandler did.)","Confidence, Excitement, Anticipation"
(entering) Hey Chandler!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Excitement, Anticipation"
"Listen, sorry I didn’t stop by last night but I had a date.","Neutral, Excitement"
"Uh Joe, when it’s one o’clock in the morning and youdon’t come by? That’s okay!","Contentment, Neutral, Frustration"
"Well check it out, I was with this really hot girl who just moved in rightacross the street!","Happiness, Confidence, Excitement"
Really? Right across the street?,"Surprise, Excitement, Anticipation"
Yeah!,"Happiness, Confidence, Excitement"
When’d you meet her?,"Excitement, Anticipation, Nostalgia"
Two days ago.,"Neutral, Anticipation, Confusion"
Excellent! Y’know Ross met somebody too!,"Happiness, Excitement, Anticipation"
Oh yeah?,"Confidence, Surprise"
(returning) Hey.,"Happiness, Contentment, Confidence"
Hi! How’d it go?,"Happiness, Excitement, Anticipation"
Oh great! We’re going out again Saturday. But I just found she’salso seeing some other guy.,"Happiness, Sadness, Surprise"
(sarcastically shocked) Really?! Joe? What would you do if you were inRoss’s situation?,"Surprise, Disgust, Frustration"
"Well, I sorta am. I mean yeah, I’m dating this girl who’s alsoseeing another guy. But, I don’t know, I’m not to worried about it.","Contentment, Neutral, Confusion"
Well you shouldn’t be. Believe me I wouldn’t want to be the guywho’s up against you. (Chandler laughs.) I mean that doofus is going to lose!,"Confidence, Excitement"
"So this is nice! I wish I didn’t have to go, believe me! Butunfortunately I have to. (He gets up and Joey moves over next to Ross.) Oh uh, by the way,what’s the name the girl you’re dating?","Neutral, Sadness, Longing"
Bye! (Exits.),"Happiness, Confidence, Excitement"
Well obviously only one of us can keep dating her.,"Confidence, Sadness, Frustration"
"Obviously! So, how do we decide?","Confidence, Excitement, Anticipation"
"Well now let’s-let’s look at this objectively, I think I shoulddate her…","Confidence, Excitement, Optimism"
(not buying it) Uh-huh. Uh-huh.,"Neutral, Frustration"
"That’s interesting, but check this out. I date her…","Confidence, Excitement, Optimism"
Yeah-yeah I like that but just to go in another direction…,"Confidence, Frustration, Optimism"
"Okay, okay. This can go on for a while.","Neutral, Frustration"
Yeah well we should order some food then.,"Confidence, Excitement, Anticipation"
"No Joey! Look why don’t, why don’t we just let her decide? Okay?Hey-hey, we’ll","Confusion, Frustration, Optimism"
(smiling) That sounds fair.,"Happiness, Contentment, Confidence"
Maybe I’ll take her to that new French restaurant down thestreet…,"Excitement, Anticipation, Optimism"
Ah yeah—wait a second now! Look we’re gonna have to set aspending limit on the date. I don’t have the money to take her to a fancy place likethat.,"Neutral, Confusion, Frustration"
"Well sorry, that’s what I do on dates.","Contentment, Confidence, Frustration"
"All right, well I guess I’ll just have to do what I do on dates.","Confidence, Excitement, Optimism"
So let’s decide on the spending limit…,"Confidence, Neutral, Frustration"
"Yeah. Uh, (thinks)…a slice…(Thinks)…six dollars?","Confusion, Frustration"
I was thinking more like a hundred.,"Confidence, Excitement, Optimism"
Okay. Can I borrow 94 dollars?,"Confidence, Neutral, Frustration"
Oh…,"Neutral, Surprise, Confusion"
I know. Hand me a tissue. (Monica hands her one.),"Neutral, Sadness"
You’re out of,"Anger, Disgust, Frustration"
Hello? (Listens) What?! (Listens) You what?! (Listens) Hey you listenhere missy! (Listens) Wh—(She is hung up on.),"Anger, Surprise, Frustration"
What?!,"Surprise, Confusion, Frustration"
That was that girl Megan! She booked the Swing Kings on the day of ourwedding and said that I couldn’t have them back unless I gave her the dress!,"Anger, Confusion, Frustration"
(gasps) Does that mean Carcass is available?,"Surprise, Excitement, Anticipation"
What am I gonna do?! That is the dress! That is,"Excitement, Frustration"
Well just figure out a way to talk him out of it.,"Confidence, Frustration, Optimism"
How?,"Confusion, Frustration, Optimism"
You’re out of toilet paper!,"Neutral, Surprise, Frustration"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey! What’s up?,"Happiness, Excitement, Anticipation"
"I just wanted to come by and y’know, wish you good luck on your date.","Happiness, Love, Excitement"
Oh thanks!,Happiness
Yeah. What time are you meeting her?,"Neutral, Anticipation"
We have 8:00 reservations at Grammercy Bistero.,"Happiness, Contentment, Excitement"
"Wow, that’s in like 20 minutes. You’d better get dressed.","Surprise, Excitement, Anticipation"
I am dressed.,"Contentment, Confidence, Optimism"
Oh. Well good! (To himself) For me. (He picks up a jar of lotion.) What isthis? Did you give yourself a facial?,"Neutral, Surprise, Confusion"
I have an oily T-zone!,"Neutral, Frustration"
"Okay dude! (Finds a receit.) Hey you uh, you sent Kristen flowers.","Happiness, Surprise, Excitement"
That’s right.,"Contentment, Confidence"
You spent a hundred dollars. That’s the limit. You’re screwed!,"Sadness, Anger, Frustration"
"Uh actually, I sent the flowers before the actual date. So techincally,","Confidence, Excitement, Anticipation"
Oh-oh! So that’s the way it’s gonna be huh? Yeah I can break therules too y’know!,Anger
Oh yeah? What are you gonna do?,"Confidence, Anger, Frustration"
I don’t know.,"Neutral, Confusion, Frustration"
Why am I not surprised?,"Surprise, Disgust, Frustration"
Y’know what Ross? I’m not gonna let you get away with this!,"Anger, Frustration"
I don’t think you have much choice.,"Neutral, Confusion, Frustration"
Well we’ll see!,"Confidence, Anticipation, Optimism"
Bye-bye!,"Happiness, Confidence, Excitement"
Yeah bye-bye! (Exits and comes back in still holding the lotion.) Hey! Sojust a light layer?,"Happiness, Confidence, Excitement"
Yes. Yes. Just here (Runs his fingers down the bridge of his nose) andthere (Runs his fingers across his forehead).,"Confidence, Frustration, Longing"
Joey got meat sauce on the banister again! (He goes into the bathroomto wash his hands.),"Anger, Disgust, Frustration"
"Yeah, swing music is so out.","Neutral, Disgust, Frustration"
"Phoebe, he’s gotta be in the","Excitement, Anticipation, Optimism"
(returning) What are you guys talking about?,"Surprise, Confusion"
"Well umm, we were just talking about the y’know, the Swing Kingsand just wondering whether y’know, they were the right way to go.","Confusion, Frustration"
"Yeah, I went to a wedding once where they had swing music and uh, twomonths later the couple got divorced. And now I’m not saying that there’s anyconnection here y’know, but they did tell me that’s why they got divorced.","Sadness, Nostalgia, Confusion"
But I love swing music!,"Happiness, Love, Excitement"
Yeah but the Swing Kings? Y’know they suck so much that peopleactually die at their concerts—They just stop living.,"Anger, Disgust, Frustration"
"Look all I know is when Monica and I went to see them, we had fun! Andthere’s another reason too.","Happiness, Excitement, Optimism"
"Well, what is the other reason?","Anticipation, Confusion, Frustration"
I don’t want to say.,"Neutral, Confusion, Frustration"
Well you have to because maybe it’s stupid.,"Confusion, Frustration"
Well it’s just while Monica and I were dancing to them itwas…the first time I knew that…you were the woman I wanted to dance all mydances with.,"Happiness, Love, Excitement"
Oh crap!,"Fear, Surprise, Frustration"
So they said our table will be ready in just a few minutes.,"Happiness, Contentment, Excitement"
Oh great!,"Happiness, Excitement, Optimism"
Yeah.,"Contentment, Confidence, Neutral"
Is your back feeling better?,Neutral
Oh yeah it’s fine. I guess the more muscles you have the more theycan spasim out of control.,"Neutral, Confusion, Frustration"
(entering) Kristen?,"Neutral, Surprise, Anticipation"
Joey!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Optimism"
Hi! What are you doing here?,"Happiness, Surprise, Excitement"
"Oh I like this place. And technically, technically I’m not breakingany rules so I…","Contentment, Confidence, Excitement"
"Well uh, Ross? This is Joey. Joey? Ross.","Neutral, Surprise, Confusion"
Hi!,"Happiness, Excitement, Optimism"
Hi. (They shake hands.) It’s nice to meet you. I used to have afriend named Joey. I don’t anymore.,"Sadness, Nostalgia, Confusion"
Our table will be ready in a couple minutes.,"Confidence, Excitement, Anticipation"
Yeah. So…,"Neutral, Confusion, Frustration"
Sure! I would love to wait with you guys! Thanks! (Sits down.),"Happiness, Contentment, Excitement"
"So Joey umm, you look familiar. Are uh, are you on TV or something?","Surprise, Anticipation"
"Well Joey doesn’t like to talk about it but, he’s one of thestars of","Confidence, Surprise, Excitement"
"That’s right! That’s right, don’t you play a woman?","Confidence, Excitement, Frustration"
A woman in a man’s body.,"Neutral, Confusion, Frustration"
Much better.,"Happiness, Contentment, Confidence"
"So y’know Ross it’s funny ‘cause, you look familiar to metoo. Have you ever been married?","Nostalgia, Confusion"
"Well yes, yes I have. In fact umm, just the other day Kristen and I weretalking about how I’ve been married","Happiness, Contentment, Confidence"
"Yeah, little Eric.","Happiness, Contentment, Confidence"
"That’s right! Wait no, Ben.","Happiness, Surprise, Confusion"
So you’ve just married the one time then?,"Contentment, Nostalgia"
Well umm…,Confusion
You’ve been married twice?,"Neutral, Surprise"
"Yes. And another time after that. Boy I’m getting hungry! Hey Joey,have you ever been so hungry on a date that when a girl goes to the bathroom you eat someof her food?","Happiness, Excitement, Anticipation"
You said the waiter ate my crab cake.,"Surprise, Confusion, Frustration"
"(laughs that one off) Yeah. So uh Ross, well now—why did that firstmarriage breakup? Was it because the woman was straight or she was a lesbian?","Neutral, Confusion, Frustration"
Do you two know each other?,Neutral
No. It just seems like Ross is the kind of a guy that would marry a womanon the verge of being a lesbian and then push her over the edge.,"Neutral, Disgust, Frustration"
Wait a minute! Were you on a poster for gonorrhea?,"Surprise, Disgust, Confusion"
Have you ever slept in the same bed as a monkey?!,"Surprise, Disgust"
Hey you leave Marcel out of this!,Anger
Fine! Have you ever got stuck in a pair of your own leather pants?!,"Surprise, Disgust, Frustration"
Hey-hey have you ever locked yourself in a TV cabinet VD boy?!,"Happiness, Surprise, Excitement"
Monkey lover!,"Happiness, Love, Excitement"
When do you think we lost her?,"Neutral, Confusion, Frustration"
Probably around gonorrhea.,"Disgust, Confusion, Frustration"
"Hi, honey! I’m home!","Happiness, Love, Excitement"
(from the bedroom) Don’t come in here!,Fear
Why? Do you another boyfriend in there or something?,"Anger, Disgust, Frustration"
No! We only mess around at his place!,"Confidence, Excitement, Frustration"
"Y’know it’s funny I started it but, now it’s scary me.So could you come out here please?","Fear, Confusion, Frustration"
"No, I’m wearing a wedding dress.","Surprise, Excitement, Confusion"
Oh you got a wedding dress? That’s great!,"Happiness, Excitement, Anticipation"
Yeah but I’m not keeping it.,Confidence
Well then why can’t I see it?,"Confusion, Frustration"
"Oh. I guess you can. Okay but; I-I have to return it, so you can’tlike it.","Neutral, Confusion, Frustration"
Okay I promise. I’ll-I’ll hate it. (She enters.) Wow!You-you look…hideous.,"Surprise, Disgust, Frustration"
Really?,"Surprise, Excitement, Confusion"
"Yeah, that’s like the most ugliest dress I’ve ever seen.Wh-why do you to return it?","Disgust, Confusion, Frustration"
"Oh because it doesn’t…really fit. Oh by the way, I-I bookedthe Swing Kings.","Confidence, Excitement, Frustration"
Oh that’s great! Great! Thanks! But that dress I mean it’slike yuck! It’s terrible! It makes me wanna just rip it right off of you!,"Disgust, Excitement, Frustration"
"Okay! But you can’t rip it. Well, maybe a little.","Neutral, Confusion, Frustration"
Okay!,"Happiness, Excitement, Optimism"
(entering) Hey guys! Do you wanna look at the song list for the wedding?(They ignore her.) Guys?,"Sadness, Confusion, Frustration"
(without turning around) I thought you were gonna be gone all day.,"Neutral, Surprise, Frustration"
All right? What’s going on?,"Anticipation, Confusion, Frustration"
I’m sorry. I’m sorry. I-I should probably leave you girlsalone. (She heads for the bedroom.),Sadness
"Yeah, laugh all you want but in ten minutes we’re gonna have youngerlooking skin!","Confidence, Excitement, Optimism"
"Yeah! (Monica goes in the bedroom.) Y’know, she could use alittle…(Whistles that she needs to do what they’re doing.) (Something happens onthe game.) Oh nice shot!!! (They all cheer.)","Happiness, Contentment, Excitement"
