Dialogue,Emotions
"Ooh, ooh! Why don't we invite her?","Confidence, Excitement, Anticipation"
"(mimicking) Ooh, ooh. Because she's my ex-wife, and will probably want tobring her, ooh, ooh, lesbian life partner.","Anger, Disgust, Frustration"
"Hi, is uh, is Carol here?","Neutral, Anticipation, Confusion"
"No, she's at a faculty meeting.","Confidence, Neutral, Frustration"
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...","Neutral, Confusion"
"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back tothe museum.","Contentment, Neutral, Frustration"
What's it look like?,"Confidence, Neutral, Frustration"
Kinda like a big face without skin.,"Disgust, Confusion, Frustration"
"Yes, I'm familiar with the concept. We can just look for it.","Confidence, Neutral, Anticipation"
"Ok. (browsing the apartment) Wow, you guys sure have a lot of books aboutbein' a lesbian.","Neutral, Surprise"
"Well, you know, you have to take a course. Otherwise, they don't let youdo it.","Neutral, Confusion, Frustration"
"(picking up a book) Hey, hey, Yertle the Turtle. A classic.","Excitement, Nostalgia, Optimism"
"Actually, I'm reading it to the baby.","Contentment, Love, Optimism"
"The uh, the baby that hasn't been born yet? Wouldn't that mean you're...crazy?","Fear, Surprise, Confusion"
"What, you don't think they can hear sounds in there?","Confidence, Surprise, Frustration"
"You're not serious, I mean, you really... you really talk to it?","Surprise, Confusion, Frustration"
"Yeah, all the time. I want the baby to know my voice.","Love, Excitement, Anticipation"
"Do you uh, do you talk about me?",Anticipation
"Yeah, yeah, all the time.","Happiness, Contentment, Confidence"
Really?,"Neutral, Surprise, Confusion"
"But um, we just refer to you as Bobo the Sperm Guy.",Unknown
"Look, if she's talking to it, I just think that I should get some bellytime too. Not that I believe any of this.","Neutral, Confusion, Frustration"
"Oh, I believe it. I think the baby can totally hear everything. I canshow you. Look, this will seem a little weird, but you put your head inside this turkey,and then we'll all talk, and you'll hear everything we say.","Confidence, Excitement, Anticipation"
"I'd just like to say that I'm totally behind this experiment. In fact,I'd very much like to butter your head.","Confidence, Excitement, Optimism"
"Hey, Rach, did you make your money?",Neutral
"No, not even close. Forget Vail, forget seeing my family, forget shoop,shoop, shoop.","Neutral, Sadness, Frustration"
"Rach, here's your mail.","Contentment, Confidence, Neutral"
"Thanks, you can just put it on the table.","Contentment, Confidence, Neutral"
"(insistently) No, here's your mail.","Confidence, Frustration"
"Thanks, you can just put it on the table.","Contentment, Confidence, Neutral"
(gives her an envelope) Would you just open it?,"Surprise, Excitement, Anticipation"
"Oh my god, oh, you guys are great.","Happiness, Love, Excitement"
We all chipped in.,"Happiness, Contentment, Confidence"
(to Monica) We did?,"Neutral, Surprise, Confusion"
(to Joey) You owe me 20 bucks.,"Confidence, Neutral, Frustration"
Thank you. Thank you so much!,"Happiness, Excitement"
"(hands Chandler a bag) Chandler, here you go, got your traditionalThanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your familysize bag of Funyuns.","Happiness, Contentment, Excitement"
"Wait, wait, Chandler, this is what you're havin' for Thanksgivingdinner? What, what, what is it with you and this holiday?","Disgust, Confusion, Frustration"
"All right, I'm nine years old.","Happiness, Contentment, Confidence"
"Oh, I hate this story.","Sadness, Disgust, Frustration"
"We just finished this magnificent Thanksgiving dinner. I have--and Iremember this part vividly--a mouthful of pumpkin pie, and this is the moment my parentschoose to tell me they're getting divorced.","Sadness, Surprise, Confusion"
Oh my god.,"Fear, Surprise, Excitement"
Yes. It's very difficult to appreciate a Thanksgiving dinner onceyou've seen it in reverse.,"Neutral, Disgust, Confusion"
"Uh, hi. We uh, we used to work together.","Neutral, Nostalgia, Confusion"
We did?,"Surprise, Excitement, Confusion"
"Yeah, at Macy's. You were the Obsession girl, right? I was the Aramis guy.(pretends to spray cologne) Aramis? Aramis?","Happiness, Excitement, Nostalgia"
"Yeah, right.",Neutral
I gotta tell you. You're the best in the business.,"Happiness, Confidence"
Get out.,"Anger, Disgust, Frustration"
"I'm serious. You're amazing. You know when to spritz, when to lay back.","Confidence, Love, Excitement"
Really? You don't know what that means to me.,Sadness
"Ooh, you smell great tonight. What're you wearing?","Happiness, Excitement"
(provocatively) Nothing.,"Neutral, Confusion, Frustration"
"Listen, uh, you wanna go get a drink or something?","Confidence, Excitement, Anticipation"
"Yeah. (she gets up, notices something behind Joey) Oh.","Surprise, Confusion"
What's wrong?,"Sadness, Fear, Confusion"
"I just remembered, I have to do something.","Neutral, Anticipation, Confusion"
Oh. What?,"Surprise, Confusion, Frustration"
"Um, leave.","Neutral, Sadness, Frustration"
"Wait, wait, wait!","Surprise, Anticipation, Frustration"
So I guess you all saw it.,"Neutral, Surprise, Confusion"
Saw what?,"Neutral, Surprise, Confusion"
"No, we were just laughing. You know, how laughter can be infectious.","Happiness, Excitement, Optimism"
Set another place for Thanksgiving. My entire family thinks I have VD.,"Sadness, Disgust"
"Tonight, on a very special Blossom.","Surprise, Excitement, Anticipation"
"Mmm, looking good. Ok, cider's mulling, turkey's turking, yams areyamming. (notices Ross is depressed) What?","Happiness, Contentment, Sadness"
I don't know. It's just not the same without Mom in the kitchen.,"Sadness, Nostalgia, Longing"
"All right, that's it. You know what? Just get out of my way and stopmoping.","Anger, Confusion, Frustration"
That's closer.,"Contentment, Confidence, Optimism"
"I got the tickets! I got the tickets! Five hours from now, shoop, shoop,shoop.","Happiness, Excitement, Anticipation"
"Oh, you must stop shooping.","Neutral, Confusion, Frustration"
"Ok, I'm gonna get my stuff.","Confidence, Neutral, Excitement"
"Chandler, will you just come in already?",Frustration
"No, I prefer to keep a safe distance from all this merriment.","Neutral, Disgust, Frustration"
"Look out, incoming pumpkin pie!","Fear, Surprise, Excitement"
"Ok, we all laughed when you did it with the stuffing, but that's notfunny anymore.","Neutral, Disgust, Frustration"
"Hey, Monica, I got a question. I don't see any tater tots.","Neutral, Confusion, Frustration"
That's not a question.,"Neutral, Confusion, Frustration"
"But my mom always makes them. It's like a tradition. You get a littlepiece of turkey on your fork, a little cranberry sauce, and a tot! It's bad enough I can'tbe with my family because of my disease.","Sadness, Nostalgia, Frustration"
"All right, fine. Tonight's potatoes will be both mashed with lumps, andin the form of tots.","Contentment, Excitement, Optimism"
"Ok, I'm off to talk to my unborn child.","Love, Excitement, Anticipation"
Ah!,"Surprise, Excitement, Anticipation"
"Ok, Mom never hit.","Contentment, Confidence"
"(stirring pot) Ok, all done.","Contentment, Confidence, Neutral"
"What, Phoebe, did you whip the potatoes? Ross needs lumps!","Surprise, Confusion, Frustration"
"Oh, I'm sorry, oh, I just, I thought we could have them whipped and thenadd some peas and onions.","Disgust, Confusion, Frustration"
Why would we do that?,"Neutral, Confusion, Frustration"
"Well, 'cause then they'd be like my mom used to make them, you know,before she died.","Sadness, Nostalgia, Longing"
"Ok, three kinds of potatoes coming up.","Confidence, Excitement, Optimism"
"Ok, good-bye you guys. Thanks for everything. (she starts to leave, andhits everyone with her skis) Oh, sorry! Oh, sorry!",Excitement
The most unbelievable thing has happened. Underdog has just gottenaway.,"Surprise, Excitement, Optimism"
The balloon?,"Surprise, Excitement"
"No, no, the actual cartoon character. Of course the balloon. It's allover the news. Right before he reached","Surprise, Excitement, Confusion"
"I can't, I gotta go.","Neutral, Frustration"
Come on. An 80-foot inflatable dog let loose over the city. How oftendoes that happen?,"Surprise, Excitement, Anticipation"
Almost never.,"Neutral, Confusion, Frustration"
Got the keys?,"Confidence, Excitement, Anticipation"
Ok.,Neutral
Anytime you're ready.,"Confidence, Neutral"
"Ok, ok, here we go. (he crouches down near her stomach) Ok, where am Italking to, here? I mean, uh, well, there is one way that seems to offer a certainacoustical advantage, but...","Anticipation, Confusion, Frustration"
Just aim for the bump.,"Confidence, Excitement, Anticipation"
"Ok, ok, ok, ok, here goes. You know, I, you know, can't do this. Uh, thisis too weird. I feel stupid.","Confusion, Frustration"
"So don't do it, it's fine. You don't have to do it just because Susandoes it.","Confidence, Neutral, Frustration"
"(quickly talking) Hello, baby. Hello, hello.","Happiness, Love, Excitement"
I loved the moment when you first saw the giant dog shadow all over thepark.,"Happiness, Surprise, Excitement"
"Yeah, but did they have to shoot him down? I mean, that was just mean.","Sadness, Anger, Disgust"
"Ok, right about now the turkey should be crispy on the outside, juicy onthe inside. Why are we standing here?","Confidence, Excitement, Anticipation"
We're waiting for you to open the door. You got the keys.,"Confidence, Anticipation, Frustration"
No I don't.,Neutral
"Yes, you do. When we left, you said, got the keys.""""","Confidence, Confusion, Frustration"
"No I didn't. I asked, got the ke-eys?""""","Confidence, Confusion, Frustration"
"No, no, no, you said, got the keys"".""","Anger, Confusion, Frustration"
Do either of you,"Neutral, Confusion, Frustration"
(panicked) The oven is on.,"Fear, Surprise"
"Oh, I gotta get my ticket!","Excitement, Anticipation, Frustration"
"Wait, wait, we have a copy of your key.","Confidence, Surprise, Excitement"
"Well then get it, get it!","Confidence, Excitement, Frustration"
That tone will not make me go any faster.,"Confidence, Neutral, Frustration"
(angry) Joey!,"Anger, Surprise, Frustration"
That one will.,"Confidence, Neutral, Optimism"
"And everyone's telling me, you gotta pick a major, you gotta pick a major.So, on a dare, I picked paleontology. And you have no idea what I'm saying, because, let'sface it, you're a fetus. You're just happy you don't have gills anymore.","Confidence, Excitement, Frustration"
"Look, you don't have to talk to it. You can sing to it if you want.","Confidence, Excitement, Optimism"
"Oh, please. I am not singing to your stomach, ok?","Neutral, Confusion, Frustration"
"Hi, how's it goin?","Happiness, Contentment, Neutral"
Shh! (singing),"Happiness, Confidence, Excitement"
I did.,Neutral
"Does it always, uh--?","Neutral, Confusion, Frustration"
"No, no that was the first.","Neutral, Confusion, Frustration"
Keep singing! Keep singing!,"Happiness, Excitement, Optimism"
(singing),"Happiness, Excitement, Optimism"
I felt it!,"Confidence, Surprise, Excitement"
(singin),"Happiness, Excitement, Optimism"
"Nope, not that one.","Neutral, Confusion, Frustration"
Can you go any faster with that?,Frustration
"Hey, I got one keyhole and about a zillion keys. You do the math.","Confidence, Excitement, Frustration"
Why do you guys have so many keys in there anyway?,Confusion
(sarcastic) For an emergency just like this.,"Disgust, Frustration"
"(grabs Chandler by the shirt) All right, listen, smirky. If it wasn'tfor you and your stupid balloon, I would be on a plane watching a woman do this (makes agesture like a stewardess pointing out exits) right now. But I'm not.","Anger, Confusion, Frustration"
I swear you said you had the keys.,"Anger, Confusion, Frustration"
"No, I didn't. I wouldn't say I had the keys unless I had the keys, and Iobviously didn't have the keys.","Confidence, Frustration"
"Ooh, ok, that's it. Enough with the keys. No one say keys.","Neutral, Confusion, Frustration"
Why would I have the keys?,"Neutral, Confusion, Frustration"
Aside from the fact that you said you had them?,"Neutral, Confusion, Frustration"
But I didn't.,"Neutral, Confusion, Frustration"
"Well, you should have.","Anger, Disgust, Frustration"
Why?,"Confusion, Frustration"
Because!,"Confidence, Confusion, Frustration"
Why?,"Confusion, Frustration"
Because!,"Confidence, Confusion, Frustration"
"Why? Because everything is my responsibility? Isn't it enough that I'mmaking Thanksgiving dinner for everyone? You know, everyone wants a different kind ofpotatoes, so I'm making different kinds of potatoes. Does anybody care what kind ofpotatoes I want? Nooooo, no, no! (starting to cry) Just as long as Phoebe gets her peasand onions, and Mario gets his tots, and it's my first Thanksgiving, and it's all burned,and, and I... I...","Sadness, Anger, Frustration"
"Ok, Monica, only dogs can hear you now, so, look, the door's open.Here we go.","Confidence, Excitement, Anticipation"
"Well, the turkey's burnt. (checking pots) Potatoes are ruined, potatoesare ruined, potatoes are ruined.","Sadness, Disgust, Frustration"
"Here we come, walkin' down the—this doesn't smell like Mom's.","Surprise, Disgust, Confusion"
"No, it doesn't, does it? But you wanted lumps, Ross? (picks up the panof badly burnt potatoes) Well, here you go, buddy, ya got one.",Frustration
"Oh, god, this is great! The plane is gone, so it looks like I'm stuckhere with you guys.","Surprise, Excitement, Frustration"
"Hey, we all had better plans. This was nobody's first choice.","Neutral, Frustration"
"Oh, really? So why was I busting my ass to make this deliciousThanksgiving dinner?","Anger, Confusion, Frustration"
You call that delicious?,"Disgust, Frustration"
"Stop it, stop it, stop it!","Anger, Fear, Frustration"
Now this feels like Thanksgiving.,"Happiness, Contentment, Excitement"
Ooh.,"Surprise, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
Ugly Naked Guy's taking his turkey out of the oven. Oh my god. He's notalone. Ugly Naked Guy's having Thanksgiving dinner with Ugly Naked Gal.,"Surprise, Disgust, Excitement"
I've gotta see this. All right Ugly Naked Guy!,"Excitement, Anticipation, Optimism"
"Ooh, Ugly Naked Dancing!","Happiness, Surprise, Excitement"
It's nice that he has someone.,"Happiness, Contentment, Love"
Shall I carve?,"Contentment, Confidence, Neutral"
By all means.,"Contentment, Confidence, Neutral"
"Ok, who wants light cheese, and who wants dark cheese?","Contentment, Excitement, Confusion"
I don't even wanna know about the dark cheese.,"Disgust, Confusion, Frustration"
(holding sandwich) Does anybody wanna split this with me?,"Happiness, Contentment, Neutral"
"Oh, I will.","Confidence, Excitement, Optimism"
"Ooh, you guys have to make a wish.","Happiness, Excitement, Anticipation"
Make a wish?,"Excitement, Anticipation, Optimism"
"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'dyou wish for?","Happiness, Contentment, Excitement"
The bigger half.,"Contentment, Confidence, Optimism"
"I'd like to propose a toast. Little toast here, ding ding. I know thisisn't the kind of Thanksgiving that all of you all planned, but for me, this has beenreally great, you know, I think because it didn't involve divorce or projectile vomiting.Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been withyour family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivingssucked.","Happiness, Contentment, Optimism"
That's so sweet.,"Happiness, Love, Excitement"
"And hey, here's to a lousy Christmas.","Neutral, Sadness, Frustration"
And a crappy New Year.,"Sadness, Disgust, Frustration"
"Here, here!","Happiness, Excitement, Optimism"
