Dialogue,Emotions
"Windows are clean, candels are lit. Uh, belt's to tight, gotta changethe belt. Did I turn the fish? (goes over to the kitchen to check on the dinner) No, causeI made lasagne. (to Rachel) Am I out of control?","Neutral, Confusion, Frustration"
"Just a touch. Mon, I don't understand. I mean, you've been dating thisguy since like, what... his midterms? I mean, why all the sudden are you so... Oh.","Surprise, Confusion, Frustration"
What?,"Surprise, Confusion, Frustration"
Could tonight be the Night?,"Excitement, Anticipation, Optimism"
"I don't know. Look he's a great guy and I love being with him but... youknow. Things happen, and they happen. You don't plan these things.","Love, Confusion"
"So, did you shave your legs?","Neutral, Surprise"
Yeah.,Neutral
A-ha!,"Confidence, Surprise, Excitement"
Would you let it go Ross. It was just a dream. It doesn't mean...,"Neutral, Confusion, Frustration"
"Oh, oh. Oh, oh. Oh this is it. Oh my god it's baby time. Baby time.","Happiness, Excitement, Anticipation"
"All right, relax, relax. Just relax, just relax. Be cool, be cool.",Neutral
"(on phone) Yeah, hi, I was just beeped. (pause) No, André is not here.(to Joey) Third time today. (on phone) Yes, I'm sure... No, sir. I don't perform thosekind of services.","Confidence, Neutral, Frustration"
"Services? (Ross looks at him) Oh, services.","Neutral, Surprise, Confusion"
"(on phone) Yeah, you want 55-JUMBO. Yeah, that's right. That's right,JUMBO with a U, sir. (pause) No, belive me, you don't want me. Judging by his number, I'dbe a huge disappointment. (pause) All rightie, bye bye.","Contentment, Confidence"
"Hey, hey. How was the first day?",Neutral
"Oh, exellent. Everyone was so, so nice.","Happiness, Contentment, Excitement"
"See, it pays to know the man who wears my shoes. (Joey and Ross wonderwhat he means) Me.","Confidence, Surprise, Confusion"
"No, I didn't tell anybody that I knew you.",Neutral
Why not?,"Confidence, Excitement, Optimism"
"Oh, because, you know... they don't like you.","Neutral, Sadness, Frustration"
What?!,"Surprise, Confusion, Frustration"
I thought you knew that.,"Confidence, Surprise, Confusion"
Noho. Who doesn't they like me?,"Confusion, Frustration, Longing"
Everyone. Except for uh... no everyone.,"Confusion, Frustration, Optimism"
What are you talking about?,"Neutral, Confusion, Frustration"
"Don't feel bad. You know they used to like you a lot. But then you gotpromoted, and, you know, now you're like Mr. Boss Man"". You know","Neutral, Sadness, Frustration"
I can't belive it.,Surprise
"Yeah, yeah. They even do you.","Neutral, Confusion, Frustration"
They do me?,"Surprise, Confusion, Frustration"
You know like... uh okay... uh... 'Could that report,"Neutral, Confusion, Frustration"
I don't sound like that.,"Neutral, Confusion, Frustration"
"Oh, oh Chandler...","Happiness, Surprise, Excitement"
"Oh... Yeah, you do.","Confidence, Surprise, Frustration"
'The hills were alive with the sound,"Happiness, Excitement, Optimism"
(reaches for hi scones) My scones.,"Happiness, Contentment, Love"
"Okay, I don't sound like that. That is so","Confidence, Disgust, Frustration"
That is so,"Contentment, Confidence, Neutral"
Did not.,Neutral
"I am telling you, up until I was, like nine, I thought thatgunpoint was an actual place where crimes happen.","Surprise, Nostalgia, Confusion"
How was that possible?,"Surprise, Confusion, Frustration"
"Well, think about it. It's always on the news. 'A man is being heldup, at gunpoint.' 'Tourists are being terrorised, at gunpoint.' And I just kept thinking:why does people continue to go there? (He checks his watch.) Oh, ah. I should go.","Neutral, Confusion, Frustration"
Okay.,Neutral
Okay.,Neutral
Unless...,"Confidence, Anticipation, Frustration"
What?,"Surprise, Confusion, Frustration"
"Uh, ah. Unless you wanna stay over? I mean, I'm going to, so...","Neutral, Confusion, Frustration"
"Yeah, I'd really like that.","Happiness, Contentment, Excitement"
"Uuh, before we get into any staying-over-stuff, there is somethingyou should know.","Neutral, Confusion, Frustration"
"Okay, is this like 'I have an early class tomorrow' or 'I'm secretlymarried to a goat?'","Surprise, Confusion"
"Well it's somewhere in between. You see, in a strictly technicalsense, of course, I'm not uh..., well I, I mean I haven't ever uh...","Confusion, Frustration"
Ethan?,Neutral
Yeah?,"Neutral, Surprise, Confusion"
Are you a virgin?,"Neutral, Disgust, Confusion"
"Well, if that's what you kids are calling it these days then, yes Iam. I uh, I've kinda been waiting for the right person.","Happiness, Excitement, Anticipation"
Really?,Surprise
"Yeah. You do know I was talking about you, right?","Confidence, Surprise, Frustration"
Wow!,"Surprise, Excitement"
You keep saying that.,"Neutral, Confusion, Frustration"
"You know, you read about it, you see it in the movies. Even whenyou practice it at home, man oh man, it is nothing like that.","Surprise, Disgust, Frustration"
"Listen, uh, you told me something that was really difficult for you. AndI, I-I figured if you could be honest, then I can to.","Confidence, Neutral, Frustration"
"Oh god, don't tell me, I did it wrong.","Sadness, Confusion, Frustration"
No-no. Nothing wrong about that.,"Contentment, Confidence, Neutral"
Oh.,"Neutral, Surprise, Confusion"
"Um, okay, here it goes. I'm not 22. I'm, I'm 25... and thirteen months.","Confidence, Confusion, Frustration"
Huh!,"Surprise, Confusion, Frustration"
"But I figured, you know, that shouldn't change anything. I mean, whatthe hell does it matter how old we are.","Confidence, Frustration"
"Uh, listen um, as long as we're telling stuff, uh, I have anotherone for you. I'm a little younger than I said.",Confusion
You're not a senior?,"Neutral, Surprise, Confusion"
"Oh, I'm a senior... in High School.","Contentment, Confidence, Excitement"
Ok...ay.,"Neutral, Confusion, Frustration"
"What we did was wrong. Oh god, I just had sex with somebody that wasn'talive during the Bicentennial.","Sadness, Disgust"
I just had sex.,"Happiness, Confidence, Excitement"
"Ethan, focus. How could you not tell me?","Anger, Surprise, Frustration"
"Well, you never told me how old you were.","Neutral, Confusion, Frustration"
"Well, that's different. My lie didn't make one of us a felon in 48states. What were you thinking?","Anger, Surprise, Frustration"
I wasn't thinking. I was too busy fallin'...,"Sadness, Confusion, Frustration"
Don't say it. (closes Ethan's mouth with her hand),"Confidence, Surprise, Frustration"
...in love with you.,"Happiness, Love, Excitement"
Really?,"Neutral, Surprise, Confusion"
(nods) Sorry.,Neutral
"Well,fall out of it. You know, you shouldn't even be here, it's a schoolnight. Oh god, oh god. I'm like those women that you see with shiny guys named Chad. I'mJoan Collins.","Sadness, Frustration"
Who?,"Neutral, Surprise, Confusion"
"(on phone) Okay, André should be there in like 45 minutes. All rightie,bye bye. (to Phoebe) Just easier that way.",Confidence
"Oh, come on. You told me about the last dream.",Neutral
"No, forget it.","Neutral, Disgust, Frustration"
"Oh, why not. Was I doing anything particularly... saucy?","Confidence, Surprise, Confusion"
"All right, fine. Um, you were not the only one there. (Camera fades toRoss, who's listening very carefully) Joey was there too.","Neutral, Confusion, Frustration"
All right. (Moves closer.),"Confidence, Excitement, Anticipation"
"Was there...uh, huh, huh, huh... andybody, anybody else there.","Nostalgia, Confusion, Frustration"
No.,"Neutral, Confusion, Frustration"
"You're sure? Nobody uh, handed out uh, mints or anything?","Anticipation, Confusion, Frustration"
"No, it was just the three of us.","Contentment, Confidence, Neutral"
Huh!,"Surprise, Confusion, Frustration"
"So, tell me. Was it like you and Chandler, and then you and me, or you andme and Chandler?","Nostalgia, Confusion, Frustration"
(laughs) You know what?,"Happiness, Surprise, Excitement"
What?,"Surprise, Confusion, Frustration"
There were times when it wasn't even me.,"Fear, Nostalgia, Confusion"
"That is so sweet, you guys. (hugs them)","Happiness, Love, Excitement"
"Mon, Ethan called again. Mon?","Anticipation, Confusion, Frustration"
(shouting) Mon!,"Happiness, Surprise, Excitement"
What?,"Surprise, Confusion, Frustration"
Ethan called again.,"Neutral, Anticipation"
Oh.,"Neutral, Surprise, Confusion"
Are you not seeing him anymore?,Neutral
"No. You know, sometimes just things doesn't work out.","Sadness, Confusion, Frustration"
And this has nothing to do with the fact that he needs a note to getout of gym.,"Neutral, Confusion, Frustration"
"I, I didn't say any... I sw... I did not say anything, I swear. Hestopped by.","Fear, Confusion, Frustration"
"Listen, the next time you talk to him, can you ask him which one thestrongest","Confidence, Anticipation, Frustration"
"Oh, yeah.","Happiness, Contentment, Neutral"
"Ha,ha, ha, oh my life is just so amusing. Could we drop it now?",Happiness
It's morphin time!,"Confidence, Excitement, Optimism"
Stegosaurus!,"Surprise, Love, Excitement"
Tyrannosaurus!,"Fear, Surprise, Excitement"
"Ooh, oh, I've gotta go. (raises) Whoa, oh, head rush. One more, and thenI have to go. (sits down, and then raises again) Cool!","Happiness, Confidence, Excitement"
Where are you going?,"Neutral, Anticipation"
"Um, oh, I've got a birthday party, with some work people.","Happiness, Excitement, Anticipation"
Work people? Nobody told me.,"Surprise, Confusion, Frustration"
"No, I know. That's a part of the whole, you know,them-not-liking-you-extravaganza.","Confusion, Frustration, Optimism"
"You know, I don't get this. A month ago, these people were my friends.You know, just because I'm in charge doesn't mean I'm a different person.","Nostalgia, Confusion, Frustration"
"Well, then you should come tonight. You know, just hang out with them.Let them see what a great guy you still are.","Happiness, Confidence, Excitement"
You think I should?,"Confidence, Excitement, Anticipation"
"I really do, yeah.","Happiness, Contentment, Confidence"
Okay.,Neutral
Okay.,"Contentment, Confidence, Neutral"
Okay.,Neutral
"Oh, but, could we not go together? I,I don't wanna be the geek thatinvited the boss.","Neutral, Frustration"
"I Think last night was great. You know, the Karaoke thing. Tracy and Idoing","Happiness, Excitement, Nostalgia"
You were great. But they still made fun of you.,"Sadness, Disgust, Frustration"
What?,"Surprise, Confusion, Frustration"
"You know, now you're more like, you know like, Mr. CaringBoss","Happiness, Confidence, Excitement"
"Then, I don't get it.","Surprise, Confusion, Frustration"
"Well, you know what Chandler? I think you've gotta face it. You're like,the guy in the big office, you know. You're the one that hires them, that fires them...They still say you're a great boss.","Contentment, Confidence"
They do?,"Neutral, Surprise, Confusion"
Uh huh. But they're not your friends anymore.,"Sadness, Disgust, Frustration"
I just wan't to...,"Happiness, Contentment, Confidence"
"No, but you can't.","Neutral, Confusion, Frustration"
But I just wa...,"Sadness, Frustration, Longing"
Uh uh.,"Neutral, Confusion, Frustration"
Aren't you gonna...,"Anticipation, Confusion, Frustration"
"Oh, Carol and I have a new system. If she punches in 911, it means she'shaving a baby, otherwise I just ignore it.","Confidence, Neutral, Optimism"
What about André?,"Neutral, Confusion, Frustration"
"Oh, well this morning he got a call from who I think was our cousinNathan, and frankly, it was a little more than I needed to know.","Neutral, Surprise, Disgust"
Hey.,Neutral
That was gonna be my opener.,"Confidence, Excitement, Anticipation"
"(understands that Monica and Ethan wanna be alone) Hey, did you guyscheck out those new hand-dryers in the bathroom?",Contentment
I thought that was just a rumour.,"Neutral, Surprise, Confusion"
True story.,"Confidence, Excitement, Optimism"
They're here already?,"Fear, Surprise, Anticipation"
"All right, look. I've gotta tell you something. I'm not 17. I onlysaid so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I havea job, I'm your Congressman. Monica, this is ridiculous, we're great together. We cantalk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but Ithought that was great.","Confidence, Excitement, Frustration"
It was.,"Neutral, Confusion, Frustration"
"Then, what's the problem?","Confidence, Neutral, Frustration"
"Ethan, it's um... it's icky.","Disgust, Confusion, Frustration"
Icky? You're actually gonna throw this away because it's icky?,"Disgust, Confusion, Frustration"
"This isn't easy for me either. I wish things were different, I... If youwere a few years older, or if I was a few years younger, or if we lived in biblical times,I would really...","Sadness, Nostalgia, Longing"
"No, don't say it. (closes Monica's mouth with his hand)","Neutral, Frustration"
...love you.,"Happiness, Contentment, Love"
Are you're hands still wet?,"Neutral, Confusion, Frustration"
"Uh, moist, yeah.","Happiness, Contentment, Neutral"
Let's dry 'em again.,Contentment
"Uh, like, could these margaritas","Confusion, Frustration, Longing"
"Hello, Mr. Bing.","Confidence, Neutral, Optimism"
Loved your Stevie Wonder last night.,"Happiness, Love, Excitement"
"Thanks. Listen, about the weekly numbers, I'm gonna need them on mydesk","Confidence, Neutral, Frustration"
Sure.,"Contentment, Confidence, Neutral"
No problem.,"Contentment, Confidence, Neutral"
"You have to give 'em something, you know. Okay, now that was Gerston,Santos, and who's the guy with the moustache?","Neutral, Anticipation, Confusion"
Petrie.,"Contentment, Confidence, Excitement"
"Petrie, right, right. Okay, some people gonna be working","Confidence, Excitement, Anticipation"
"(talking in her sleep) Oooooooooh. (Rachel strokes her hand over thepillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!","Contentment, Surprise, Excitement"
Ross?,"Surprise, Anticipation, Confusion"
I'm here.,"Contentment, Confidence, Neutral"
"You are. Well, um... We, we, we were just...  Wow!","Surprise, Excitement, Confusion"
"What? (his beeper goes off) Great, now I'm having a baby.","Surprise, Excitement, Frustration"
What?,"Surprise, Confusion, Frustration"
"Ooh, Ooh.","Happiness, Surprise, Excitement"
What?,"Surprise, Confusion, Frustration"
I'm having... I'm having a baby. (jumps back onto the table again) I'mhaving a... Where's the phone? The phone?,"Fear, Surprise, Excitement"
I don't know where the phone is.,"Neutral, Confusion, Frustration"
Ross?,"Neutral, Anticipation, Confusion"
I'm hurt.,"Sadness, Confusion, Frustration"
"Monica, let's go. Come on now people, woman in labor.","Confidence, Excitement, Anticipation"
"(doing a little dance) Hey Ross, look what I've got going here.","Happiness, Confidence, Excitement"
"Yeah, save it for the cab, okay.","Confidence, Neutral, Frustration"
What are you doing? We're going to a hospital.,"Neutral, Fear, Confusion"
"What, so I can't lokk nice? There might be doctors there.","Neutral, Disgust, Frustration"
"Joey, get out of the fridge.","Neutral, Confusion, Frustration"
"All right, all right. (he comes out from their apartment with a hugesandwich in his hand)","Happiness, Contentment, Excitement"
What is that? (refering to the sandwich),"Surprise, Anticipation, Confusion"
For the ride.,"Neutral, Excitement, Anticipation"
"Yeah, like in a cab...",Neutral
Save it.,"Neutral, Disgust, Frustration"
"Okay, hating this.","Neutral, Disgust, Frustration"
"Monica, come on now. Let's go, baby coming.","Happiness, Confidence, Excitement"
"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.","Happiness, Excitement, Anticipation"
"That's nice. Get out Let's go, come on.","Confidence, Frustration"
"All right, I'm going. I'm going.","Confidence, Frustration, Optimism"
"Here we go, here we go.","Excitement, Anticipation, Optimism"
"Rossy, Rossy.","Happiness, Contentment, Love"
