Dialogue,Emotions
"Phoebe, I’m engaged!","Love, Excitement"
"I’m just saying, get his number just in case. But no Chandler is inan accident and can’t perform sexually and he would want you to take a lover tosatisfy the needs that he can no longer fulfill.","Sadness, Fear, Anticipation"
"Op, can I just tell you something? Very flattered but umm, I’mengaged. (Points to her ring.)",Neutral
Well you should be embarrassed. (Leaves.),"Anger, Disgust"
"I did, but that was really fun.","Happiness, Excitement"
"(pretending to be an announcer) And the winner is…Joey Tribbiani! (Hethen gets excited and goes over to the counter to practice his acceptance speech using abottle of maple syrup as the award.) Oh… Wow! I honestly never expected this. I uh, Ididn’t prepare a speech. But umm, I’d like to thank (Rachel enters quietly) myparents, who’ve always been there for me. I’d also like to thank my friends,Chandler, Monica, Phoebe, Rachel…","Happiness, Surprise, Excitement"
I’m fourth! (Joey is startled.) Look at you with your little maplesyrup award!,"Surprise, Disgust, Frustration"
Yeah may-maybe you don’t tell anyone about this.,"Confidence, Fear, Frustration"
"What? No! It’s not a big deal! I do that too, with my shampoobottle.","Confidence, Neutral, Frustration"
Really?,"Surprise, Confusion, Frustration"
Yeah.,"Contentment, Confidence, Neutral"
What award are you practicing for?,"Excitement, Anticipation"
,Unknown
"Oh, hey listen! The Soapie’s called today and I also get to presentan award.","Happiness, Confidence, Excitement"
Ohh that’s great!,"Happiness, Excitement, Optimism"
Yeah!,"Happiness, Excitement, Optimism"
"So you’ll definitely get onstage, even if you don’t win.","Confidence, Excitement, Optimism"
(confused) What you-you don’t think I’m gonna win?,"Confusion, Frustration, Optimism"
"Well of course I do! But y’know, favorite returning character is atough category Joey. I mean you’re up against the guy who survived his own cremation.","Confidence, Excitement, Nostalgia"
"Yeah. No-no I-I know I might not win, but it’s just…I’venever even been nominated before! I want it so much.","Excitement, Longing, Optimism"
"Well Joey, you’ll probably get it. But you should probablyyour-your gracious loser face. Y’know when like the cameras are on you and you wannalook disappointed but also that your colleague deserved to win. Y’know? So it’ssorta like… (Does it, you’ll have to see it.)","Confidence, Excitement, Frustration"
Hey! (Likes it.),"Happiness, Excitement, Optimism"
Y’know?,"Neutral, Confusion, Optimism"
You practice losing the,"Confidence, Frustration, Optimism"
"Oh no, at the","Neutral, Surprise, Confusion"
Ah.,Neutral
Oh hey!,"Happiness, Surprise, Excitement"
Hey! How’d your date go with Jake?,"Excitement, Anticipation"
"Oh, great! We couldn’t keep our eyes off each other all night andthen every once and a while y’know, he’d kinda lean over and stroke my hair andtouch my neck. (Does that to Monica.)","Happiness, Love, Excitement"
"Okay, stop it Phoebe, you’re getting me all tingly.","Happiness, Excitement"
"(laughs) All I could think of was y’know, Is he gonna kissme? Is he gonna kiss me?""""","Happiness, Excitement, Anticipation"
And did he?,"Surprise, Excitement, Anticipation"
"I’m a lady Monica, I don’t kiss and tell. But this hickeyspeaks for itself. (She starts to open up her blouse.)","Confidence, Excitement, Anticipation"
"Okay-okay, I got it. I got it.","Confidence, Excitement, Anticipation"
I just like him so much that I just feel like I’ve had 10 drinkstoday and I’ve only had six.,"Love, Excitement, Optimism"
"Oh, I haven’t had that feeling since I first started going out withChandler. Wow, I’m never gonna have that feeling again am I?","Sadness, Nostalgia, Longing"
You sound like a guy.,"Neutral, Confusion, Frustration"
"No, a guy would be saying, I’m never gonna get to sleep withanyone else."" Oh my God! I’m never gonna get to sleep with anyone else!I’ve been so busy planning the wedding that I forgot about all the things thatI’d be giving up! I mean","Surprise, Frustration, Longing"
You’ll have a last kiss.,"Love, Excitement, Anticipation"
Can I ask you something? Have you ever had a guy have a crush on you?,Anticipation
Is that why you wanted to tie my tie?,"Surprise, Anticipation, Confusion"
There’s this kid in my class who said he’s in love with me.,"Surprise, Love, Confusion"
Whoa!,"Surprise, Excitement, Optimism"
(entering from her room) Whoa what?,"Surprise, Excitement, Confusion"
Ross has a boyfriend.,"Happiness, Love, Excitement"
I do-I do,"Happiness, Love, Excitement"
Really?,"Surprise, Disgust, Confusion"
"Yeah! I don’t know. I mean, last year Elizabeth now-now this kid.What-what-what-what is it?! Am I giving out some kind of…sexy professor vibe? (Racheland Joey both look at him.)","Surprise, Confusion, Frustration"
Not right now.,Neutral
It-it—The point is my natural charisma has made him fail his midterm.,"Confidence, Excitement, Frustration"
"Oh, see now I feel bad for the kid! I had a crush on a teacher once andit was so hard! Y’know you—I couldn’t concentrate and I blushed every timehe looked at me. I mean come on, you remember what’s it’s like to be 19 and inlove.","Love, Nostalgia"
Yeah. I guess I can cut him some slack.,"Contentment, Neutral, Frustration"
Yeah.,"Contentment, Confidence, Neutral"
How’d you get over that teacher?,"Sadness, Confusion, Frustration"
I didn’t. I got under him.,"Confidence, Excitement, Anticipation"
(To Ross) Problem solved.,"Happiness, Confidence"
Bye Phoebe.,Neutral
Okay bye. (They kiss.),"Happiness, Love, Excitement"
All right. Bye. (Backs out the door.),Neutral
Bye! (Phoebe goes over and joins Monica on the couch.) We said good-byeat the door so as not to flaunt our new love.,"Contentment, Love, Nostalgia"
"Phoebe, it’s okay. You don’t have to tip toe around me.I-I’ve been thinking about it and umm, y’know what? I’m okay about nothaving that new relationship feeling…","Contentment, Neutral, Optimism"
(yelling through the window to Phoebe) I miss you already!!,"Sadness, Love, Longing"
(yelling back) I miss you too!!!! (He walks away.),"Happiness, Love, Longing"
See? That’s what I mean. I mean,"Confidence, Confusion, Frustration"
Oh totally! (Holds up his finger.) Pull my finger.,"Happiness, Excitement"
(To Rachel) This is it! This is my category.,"Happiness, Confidence, Excitement"
I know! My God! Do you have your speech?,"Confidence, Excitement, Anticipation"
"Yeah, I got my speech!","Confidence, Excitement, Optimism"
Do you got your gracious loser face?,"Neutral, Frustration, Optimism"
Yeah. (Does it.),"Neutral, Confusion, Frustration"
"Now Joey remember, if you win you have to hug me! You hug me!","Happiness, Excitement, Anticipation"
Okay. Can I squeeze your ass?,"Disgust, Confusion, Frustration"
On TV?! Yeah!,"Happiness, Surprise, Excitement"
‘Kay!,"Happiness, Excitement, Optimism"
…in the category of Favorite Returning Male Character thenominees are: John Wheeler from,"Neutral, Excitement, Anticipation"
"What the?! (Joey pounds the table and starts yelling at Rachel, and whichis drowned out by applause. Rachel is desperately trying to tell Joey that he’s on TVright now. He finally notices and he does his gracious loser face.)","Anger, Surprise, Confusion"
(angrily and monotone) Any one of the brilliant actresses nominated forthis award tonight deserves to take it home. Unfortunately only one can. (Shakes his headin disgust.) The nominees for Best Supporting Actress are from,"Anger, Disgust, Frustration"
Joey! Why did we have to rush out of there so fast?!,"Fear, Confusion, Frustration"
"Rach we had to get out of there because, look what I won! (He whips outthe award for Best Supporting Actress that he accepted for Jessica.)","Happiness, Surprise, Excitement"
Oh my God you stole her award!,"Anger, Surprise, Disgust"
"No-no! No, I’m accepting it on her behalf. (He puts it up above theTV to display it.)","Happiness, Contentment, Confidence"
Joey I don’t think you know what behalf means.,"Confidence, Confusion, Frustration"
"Sure I do! It’s a verb! As in, I behalfin’ it!""""","Confidence, Excitement, Optimism"
"Joey, you have got to take this back!",Frustration
But why?! I should’ve won one and I really want it and shedidn’t even care enough to come to the thing! It could also be a,"Sadness, Anger, Frustration"
(looking at the award) No! Joey!,"Sadness, Surprise"
Come on Rach! No one saw me take it! There was a whole table full of‘em.,"Confidence, Excitement, Frustration"
Do you really want an award you didn’t win?,"Neutral, Confusion, Frustration"
"No! I want an award I did win! But nobody’s giving me any of those!Plus—Hey Rach, if-if I put it up there (Points to the TV) right? When people comeover they’ll see it and they’ll think I won it.",Frustration
Joey is says Best Supporting Actress!,"Happiness, Confidence, Excitement"
I can scratch that right off.,"Contentment, Confidence, Optimism"
"Joey no, this is wrong! You have to take it back, okay? You don’twant to win an award this way. You’re very talented. And someday you’re gonnawin one of these for real and","Sadness, Frustration, Optimism"
All right!,"Happiness, Excitement, Optimism"
All right? (He sets the award down.) Thank you.,Contentment
I’ll take it back tomorrow.,"Contentment, Confidence, Optimism"
Thank you.,"Happiness, Contentment, Neutral"
(opening his door) If I can’t have it you can’t have it! (Rachelwalks away angrily.),"Sadness, Anger, Frustration"
Professor Geller?,"Neutral, Surprise, Anticipation"
"(turning towards him) Yes Mr. Lewis, how can I help you?","Confidence, Neutral"
"I know I didn’t do well on my midterms and stuff but, I was kindahoping you could change my grade.",Frustration
And why exactly would I do that? (Goes back to writing on the board.),"Neutral, Confusion, Frustration"
Because I’m in love with you.,"Happiness, Love, Excitement"
(turning around and dragging the chalk down the board) What?!,"Anger, Confusion, Frustration"
"Yeah, I’m all…in love with you and stuff. So could you changemy grade?","Love, Excitement, Frustration"
No!,"Sadness, Anger, Fear"
Well why not you changed Ned’s grade!,"Anger, Confusion, Frustration"
"Well that’s different! Okay? Because he, he was actually in love withme!","Sadness, Anger, Love"
No he’s not! He’s totally yanking your chain! He’s donethis with three other teachers!,"Anger, Disgust, Frustration"
What?,"Surprise, Confusion, Frustration"
He’s got a girlfriend!,"Surprise, Excitement"
I can’t believe someone would do that for a grade.,"Surprise, Disgust, Frustration"
I know! It’s awful. I love you.,"Sadness, Love, Excitement"
Have you seen Chandler?,"Neutral, Anticipation, Frustration"
No. Why?,"Neutral, Confusion, Frustration"
‘Cause I just keeping thinking about all these things that I’mnot gonna have and it’s freaking me out. I don’t know what to do about it.,"Sadness, Fear, Confusion"
"Okay, don’t sweat it. (Looking around her.) Chandler is nowherearound so go ahead get it out of your system. That guy’s cute. (Points to a guysitting behind Monica.)","Happiness, Confidence, Excitement"
Phoebe! Come on I’m serious! I just got to talk to him about allthis.,"Excitement, Anticipation, Frustration"
No that is the,"Neutral, Confusion, Frustration"
Why?,Neutral
Because you’re marrying him!,"Surprise, Disgust, Frustration"
You gotta help me out here Pheebs.,"Confidence, Frustration, Longing"
"All right, I’ve never been engaged and I’ve never really beenmarried, but I can only tell you what my mother told me. Whenever you have doubts or fearsor anxieties about a relationship, do","Confidence, Neutral, Anticipation"
So I’m not supposed to share my doubts and fears with the guyI’m gonna spend the rest of my life with?,"Fear, Frustration"
"That is correct! Yes, you’re supposed to take all of that stuff andput it in a little box in your mind and then lock it up tight.","Contentment, Confidence, Optimism"
Your mother told you this?,"Neutral, Surprise, Confusion"
Yes!,"Happiness, Excitement, Optimism"
The woman that got married a bunch of times and killed herself when youwere 13?,"Sadness, Confusion, Frustration"
Oh my God! You’re right! Go! (Monica starts to leave.) Go tellChandler! Hurry before it’s too late! Wait no! (Monica stops.) Does this also meanputting out doesn’t get you love? (Monica is shocked.),"Fear, Surprise"
I cannot believe I’m gonna meet Jessica Ashley!,"Happiness, Excitement, Anticipation"
Okay wait-wait p-please be cool! Okay? I work with this woman.,"Fear, Confusion, Frustration"
"Okay, I’m totally cool! (She coolly knocks on the door)","Confidence, Excitement, Optimism"
Come in.,"Confidence, Neutral, Excitement"
Hey Jessica.,"Happiness, Confidence, Excitement"
(coolly) Hey Jess.,"Confidence, Neutral"
"Ah, this is my friend Rachel.","Happiness, Contentment, Confidence"
Hi.,Neutral
‘Sup? (Joey glares at her.),"Anger, Confusion, Frustration"
"Uh listen, here’s your Soapie. I accepted it for ya. (Hands it toher.)","Contentment, Confidence, Excitement"
(shocked) Oh my God! I won! Do you have any idea what thismeans?! (She rolls her eyes and throws it onto the couch.),"Surprise, Disgust, Excitement"
"Well, that-that-that’s it? You’re gonna, you’re gonna putit on your self or anything?","Disgust, Confusion, Frustration"
"No, I try to save that for real awards. Now, if you’llexcuse me. (She exits.)","Confidence, Disgust, Frustration"
(To Rachel) Take it back?,"Surprise, Confusion, Frustration"
Absolutely.,"Happiness, Contentment, Confidence"
"Y-y-yeah! (As they start to leave, Rachel pauses and steals a vase withflowers in it.) Yeah you do. (They exit.)","Excitement, Anticipation"
"Honey, as we get closer to the wedding, is there anything that you wouldlike to talk about or share?","Happiness, Love, Excitement"
"Okay. Well, I think the centerpieces are too big","Neutral, Disgust, Frustration"
You’re wrong! The centerpieces are fine! Do you ever get scared atall?,"Anger, Fear, Frustration"
Kinda. They’re really big.,"Neutral, Surprise, Excitement"
Doesn’t it ever just freak you out that-that you’re nevergonna be with anybody new again?,"Sadness, Fear, Longing"
What?,"Surprise, Confusion, Frustration"
"Just, I love you so much. Just…It’s just sometimes it bothersme that I’m never gonna have that feeling. Y’know when you meet someone for thefirst time and it’s new and exciting? Y’know that rush?","Love, Frustration, Longing"
"No. No, see when I first meet somebody it’s uh it’s mostlypanic, anxiety, and a great deal of sweating.",Fear
"Okay, but all right you’re a guy, does it not freak you thatyou’re never gonna sleep with anybody else?","Neutral, Confusion, Frustration"
"Sleeping with somebody new, anxiety, panic, and I’m afraid evenmore sweating.",Fear
Even with me?,"Confidence, Nostalgia, Optimism"
"I was dangerously dehydrated during the first six months of ourrelationship. (Monica laughs.) Look, for me the rush is knowing that we are gonna betogether for the rest of our lives.","Happiness, Love, Excitement"
Really?,"Surprise, Confusion"
"Well yeah! But now that I know that you’re having these thoughts,I’m back to panic, anxiety, and uh I’m definitely gonna need some kind of sportsdrink.",Fear
"Come here! Come here! (They hug.) Sweetie you don’t have to worry.No, besides y’know what? I’m gonna have a lot of new things with you. The firsttime we buy a house. Our first kid. Our first grandkid…","Happiness, Love, Excitement"
(hoarsely) Water! Water! Water!,"Anger, Fear, Frustration"
"Uh Mr. Morse, can I speak to you for a moment?","Neutral, Anticipation, Confusion"
(walking up) That was a great lecture today. Did you get a little haircut?,"Happiness, Contentment"
"Uh-hmm, yeah-yeah do you like it? Do-do you looove it? I just want you toknow that I’m changing your grade back.","Confidence, Love, Excitement"
What?! Why?,"Surprise, Confusion, Frustration"
‘Cause I know what you’re trying to pull here. Okay? It’snot gonna work.,"Confidence, Frustration"
I’m not trying to pull anything. Look I love you dude.,"Contentment, Confidence, Love"
Y’know what? I-I’m not even gonna talk about this. Okay? Thislittle thing is over. I,"Disgust, Confusion, Frustration"
Rach?,"Surprise, Anticipation, Confusion"
I’ll be out in a second.,"Confidence, Neutral"
Oh. (Picks it up.) It’s just so unexpected! I…I uh…BoyI’ll tell you it’s just such an honor to be nominated for a,"Surprise, Excitement"
"(entering from her room) Honey, we have to go. Our reservations are at8:00.","Excitement, Anticipation, Optimism"
…in Reservations at 8:00 by Neil Simon. (To an imaginary NeilSimon) Thank-thank you Neil. Thank you for the words. (Blows him a kiss.),"Love, Excitement"
"Okay honey, you can finish this later we’re gonna be late. We gottago.","Happiness, Excitement"
"Please, don’t play the music. Just uh one more.","Frustration, Longing, Optimism"
