Dialogue,Emotions
"Hey Mon, little question for ya! How do you think this suit will look onan assistant buyer?","Confidence, Excitement, Anticipation"
"Okay, the owner of Allesandro’s came over to yell at me, butinstead I made him some sauce, and he offered me the job as head chef!!","Happiness, Surprise, Excitement"
"Oh my God!! You just ruined the thing I was practicing the whole wayhome, but I’m soo happy!","Happiness, Excitement, Frustration"
Can you believe it? I finally get to run my own kitchen!,"Happiness, Excitement, Optimism"
"Ohh, you’ve waited soo long.","Happiness, Excitement, Anticipation"
(entering) Hey!,"Happiness, Surprise, Excitement"
"Hey, Pheebs, quick question for ya.","Happiness, Excitement, Anticipation"
Yeah.,"Contentment, Confidence, Neutral"
How do you think this suit would look on an assistant buyer at,"Confidence, Excitement, Anticipation"
"I don’t know, it would totally depend on her coloring and…(realizes) You got the job!!","Surprise, Excitement, Confusion"
Yes!!!,"Happiness, Excitement, Optimism"
You got the job?! Why didn’t you tell me?,"Surprise, Excitement, Frustration"
"Ohh, it’s gonna be so great! I’m gonna get to help decide whatwe sell, I’m gonna have an office with walls and everything. (turns to Monica)I’m gonna have walls!","Happiness, Excitement, Anticipation"
"Okay, is this the day of good news or what? I got us a job! The weddingreception.","Happiness, Excitement, Optimism"
"Ohh! Umm, Phoebe, I kinda need to talk to you about that. (Rachelexcuses herself) Umm, well I-I-I think it might be time for me to take a step back fromcatering.","Neutral, Sadness, Confusion"
But we’ve only had one job.,"Neutral, Confusion, Frustration"
"I know, but now we have this second one and it just, it feels likeit’s snowballing, y’know?","Fear, Confusion, Frustration"
Yeah! What are you saying?,"Happiness, Confidence, Excitement"
I got offered the head chef job at Allesandro’s.,"Happiness, Confidence, Excitement"
What?,"Surprise, Confusion, Frustration"
"It’s okay, ‘cause y'know what? You don’t really need mefor the business.","Contentment, Neutral, Frustration"
You’re the cook! With out you it’s just me driving up topeople’s houses with empty trays and asking for money!,"Confidence, Frustration"
"All right. But umm, I-I-I’ll pay you back all the money youinvested,","Confidence, Frustration, Optimism"
For what? I can’t believe this! I gotta get out of here. (leaves),"Anger, Surprise, Frustration"
"Phoebe, wait a minute! (runs after her, leaving Rachel alone)",Unknown
I’m an assistant buyer!!,"Confidence, Excitement, Optimism"
"All right, so we’ll get a little coffee, and get energized, andwe’ll head back out.","Happiness, Contentment, Excitement"
"Yeah, all right.","Contentment, Neutral"
Okay.,Neutral
"So, we’re having fun, right?","Happiness, Contentment, Excitement"
Yeah.,Neutral
"We don’t need that wizard guy. We hit a couple of clubs, talked tosome strangers, and uh, after this, we’ll head down to the docks and see about thatboat thing.","Confidence, Excitement, Optimism"
I’m kinda beat.,"Neutral, Frustration"
"Actually, me too.","Happiness, Contentment, Optimism"
Are you serious?!,"Anger, Surprise, Frustration"
Yeah.,"Contentment, Confidence, Neutral"
Thank God! I’m exhausted!,"Sadness, Frustration"
So you guys want coffees?,"Contentment, Neutral, Anticipation"
"Yeah, but uh, I don’t want to be up too late, so uh, I’ll have adecaf.","Neutral, Frustration"
"Yeah, me too.","Contentment, Neutral"
"Actually, can I get some hot water with a little lemon? I think Istrained my voice screaming in there. Does it have to be so loud?","Disgust, Frustration, Longing"
"I can’t hear a word you’re saying, my ears are ringing so bad.","Anger, Confusion, Frustration"
"I’m just glad I brought that extra pair of socks, y’know? I usedthem as mittens, I didn’t want to touch a",Contentment
How sad are we?,"Sadness, Confusion, Frustration"
"Yeah, I know.",Neutral
"Y’know what? We’re not sad, we’re not sad, we’rejust not 21 anymore. Y’know? I’m 29 years old, damnit! And I want to sit in acomfortable chair, and watch television and go to bed at a reasonable hour!","Contentment, Nostalgia, Frustration"
Yeah!,"Happiness, Confidence, Excitement"
Yeah! And I like to hang out in a quiet place where I can talk to myfriends.,"Happiness, Contentment, Excitement"
Yeah!,"Happiness, Excitement"
"And so what if I like to go home, throw on some Kenny G, and take a bath!","Happiness, Contentment, Confidence"
"We’re 29, we’re not women.","Neutral, Confusion, Frustration"
"(entering) Ohh, here you are. Y’know, I’m-I’m glad youdecided to hear me out.","Happiness, Contentment, Excitement"
"Okay, I’m hearing.","Contentment, Neutral, Frustration"
"I’ve been doing a lot of thinking. A lot! And umm, well, I came upwith a whole bunch of businesses you can do with your van. Okay umm, you could be flowerdelivery person.","Confidence, Excitement, Anticipation"
What?!,"Surprise, Confusion, Frustration"
Or! A bakery delivery person.,"Happiness, Excitement, Optimism"
I wa-I wa-I wa…,"Confusion, Frustration, Longing"
Pizza?!,"Happiness, Excitement, Anticipation"
Monica!,"Happiness, Surprise, Excitement"
"All right, I’ve got a whole bunch of uh-uh, stuff in this area, butumm, I’m getting the feeling that you don’t want to deliver.","Neutral, Confusion, Frustration"
No.,"Neutral, Disgust, Frustration"
"Okay. I’m guessing that if you don’t want to deliver, youprobably don’t want to pick stuff up either.","Neutral, Confusion, Frustration"
No.,"Neutral, Disgust, Frustration"
"Y’know what, let’s do the catering business.","Happiness, Confidence, Excitement"
Really?! Are you sure?,Surprise
"Yeah, y'know I-I made a commitment to you. Y’know what, it’dbe, it’d be fun.","Confidence, Excitement, Longing"
Oh! It,"Surprise, Excitement, Anticipation"
Really?!,"Surprise, Excitement, Anticipation"
"Yeah. That’s what you really want. Yeah, I don’t want to bethe reason you’re unhappy, that would just make me unhappy, and I","Neutral, Sadness, Frustration"
Thank you.,"Happiness, Contentment"
"Besides, it might be kinda fun to form the new A-Team.","Excitement, Anticipation, Optimism"
"Oh, hi Mrs. Lynch! Is Joanna in already?","Happiness, Excitement, Anticipation"
Oh my goodness! You haven’t heard!,"Surprise, Excitement, Anticipation"
Heard what?,"Neutral, Surprise, Confusion"
Joanna passed away last night.,Sadness
Oh my God! How?!,"Fear, Surprise, Confusion"
"Well, she was leaving work and she was hit by a cab.","Sadness, Fear, Surprise"
"Oh my God! Oh, I cannot believe it!","Surprise, Excitement"
I know!,"Confidence, Excitement, Optimism"
"Oh, God. Oh, God. (gets worried) Oh God.",Fear
I didn’t realize that she was so close.,"Neutral, Surprise, Confusion"
"Yes,","Happiness, Contentment, Confidence"
"No. Nothing. Imagine, if she had just stepped off that curb a fewseconds later.","Fear, Surprise, Frustration"
"Yes-yes, just a few seconds and she’d still be with us—nothingabout an assistant buyer?",Neutral
"(starting to cry) No, I’m sorry. I have to go. (She leaves asSophie arrives.)","Sadness, Confusion, Frustration"
(happily) Good morning!,"Happiness, Contentment, Optimism"
"Oh, Sophie, I guess you didn’t hear about Joanna…","Sadness, Surprise, Confusion"
I sure did! (smiles),"Happiness, Confidence, Excitement"
"I’m so excited about having Monica come on board with us.Although I do feel bad about having fired chef Emillio, it’s like losing a member ofthe family. Of course, that","Sadness, Love, Excitement"
"Umm, I just wanna say, uh (reads from a 3 X 5 card) that with apinch of exictement, a dash of hard work, a dollup of cooperation, we can have therecipe... (Looks up and sees eveyone glaring at her) Are you gonna kill me?","Fear, Confusion, Frustration"
